País,Área geográfica,Quintil,Años,id_fuente,ids_notas,iso3,valor
El Salvador,Rural,Quintil 3,2012,26,,SLV,4.3
El Salvador,Rural,Quintil 4,2012,26,,SLV,3.8
El Salvador,Rural,Quintil 5,2012,26,,SLV,2.9
El Salvador,Rural,Total quintiles,2012,26,,SLV,4.2
El Salvador,Urbana,Quintil 1,2012,26,,SLV,4.4
El Salvador,Urbana,Quintil 2,2012,26,,SLV,4.1
El Salvador,Urbana,Quintil 3,2012,26,,SLV,3.7
El Salvador,Urbana,Quintil 4,2012,26,,SLV,3.3
El Salvador,Urbana,Quintil 5,2012,26,,SLV,2.8
El Salvador,Urbana,Total quintiles,2012,26,,SLV,3.6
El Salvador,Nacional,Quintil 1,2013,26,,SLV,4.7
El Salvador,Nacional,Quintil 2,2013,26,,SLV,4.1
El Salvador,Nacional,Quintil 3,2013,26,,SLV,3.8
El Salvador,Nacional,Quintil 4,2013,26,,SLV,3.4
El Salvador,Nacional,Quintil 5,2013,26,,SLV,2.8
El Salvador,Nacional,Total quintiles,2013,26,,SLV,3.8
El Salvador,Rural,Quintil 1,2013,26,,SLV,5
El Salvador,Rural,Quintil 2,2013,26,,SLV,4.5
El Salvador,Rural,Quintil 3,2013,26,,SLV,4.2
El Salvador,Rural,Quintil 4,2013,26,,SLV,3.7
El Salvador,Rural,Quintil 5,2013,26,,SLV,2.9
El Salvador,Rural,Total quintiles,2013,26,,SLV,4.1
El Salvador,Urbana,Quintil 1,2013,26,,SLV,4.3
El Salvador,Urbana,Quintil 2,2013,26,,SLV,4
El Salvador,Urbana,Quintil 3,2013,26,,SLV,3.7
El Salvador,Urbana,Quintil 4,2013,26,,SLV,3.2
El Salvador,Urbana,Quintil 5,2013,26,,SLV,2.8
El Salvador,Urbana,Total quintiles,2013,26,,SLV,3.6
El Salvador,Nacional,Quintil 1,2014,26,,SLV,4.6
El Salvador,Nacional,Quintil 2,2014,26,,SLV,4.1
El Salvador,Nacional,Quintil 3,2014,26,,SLV,3.8
El Salvador,Nacional,Quintil 4,2014,26,,SLV,3.4
El Salvador,Nacional,Quintil 5,2014,26,,SLV,2.8
El Salvador,Nacional,Total quintiles,2014,26,,SLV,3.7
El Salvador,Rural,Quintil 1,2014,26,,SLV,4.9
El Salvador,Rural,Quintil 2,2014,26,,SLV,4.4
El Salvador,Rural,Quintil 3,2014,26,,SLV,4.1
El Salvador,Rural,Quintil 4,2014,26,,SLV,3.5
El Salvador,Rural,Quintil 5,2014,26,,SLV,2.9
El Salvador,Rural,Total quintiles,2014,26,,SLV,4
El Salvador,Urbana,Quintil 1,2014,26,,SLV,4.3
El Salvador,Urbana,Quintil 2,2014,26,,SLV,4
El Salvador,Urbana,Quintil 3,2014,26,,SLV,3.7
El Salvador,Urbana,Quintil 4,2014,26,,SLV,3.2
El Salvador,Urbana,Quintil 5,2014,26,,SLV,2.8
El Salvador,Urbana,Total quintiles,2014,26,,SLV,3.6
El Salvador,Nacional,Quintil 1,2015,26,,SLV,4.6
El Salvador,Nacional,Quintil 2,2015,26,,SLV,4.1
El Salvador,Nacional,Quintil 3,2015,26,,SLV,3.6
El Salvador,Nacional,Quintil 4,2015,26,,SLV,3.3
El Salvador,Nacional,Quintil 5,2015,26,,SLV,2.8
El Salvador,Nacional,Total quintiles,2015,26,,SLV,3.7
El Salvador,Rural,Quintil 1,2015,26,,SLV,4.7
El Salvador,Rural,Quintil 2,2015,26,,SLV,4.4
El Salvador,Rural,Quintil 3,2015,26,,SLV,4
El Salvador,Rural,Quintil 4,2015,26,,SLV,3.4
El Salvador,Rural,Quintil 5,2015,26,,SLV,2.8
El Salvador,Rural,Total quintiles,2015,26,,SLV,3.9
El Salvador,Urbana,Quintil 1,2015,26,,SLV,4.3
El Salvador,Urbana,Quintil 2,2015,26,,SLV,3.8
El Salvador,Urbana,Quintil 3,2015,26,,SLV,3.6
El Salvador,Urbana,Quintil 4,2015,26,,SLV,3.3
El Salvador,Urbana,Quintil 5,2015,26,,SLV,2.7
El Salvador,Urbana,Total quintiles,2015,26,,SLV,3.6
El Salvador,Nacional,Quintil 1,2016,26,,SLV,4.5
El Salvador,Nacional,Quintil 2,2016,26,,SLV,4
El Salvador,Nacional,Quintil 3,2016,26,,SLV,3.7
El Salvador,Nacional,Quintil 4,2016,26,,SLV,3.3
El Salvador,Nacional,Quintil 5,2016,26,,SLV,2.8
El Salvador,Nacional,Total quintiles,2016,26,,SLV,3.7
El Salvador,Rural,Quintil 1,2016,26,,SLV,4.9
El Salvador,Rural,Quintil 2,2016,26,,SLV,4.3
El Salvador,Rural,Quintil 3,2016,26,,SLV,3.8
El Salvador,Rural,Quintil 4,2016,26,,SLV,3.5
El Salvador,Rural,Quintil 5,2016,26,,SLV,2.8
El Salvador,Rural,Total quintiles,2016,26,,SLV,3.9
El Salvador,Urbana,Quintil 1,2016,26,,SLV,4.3
El Salvador,Urbana,Quintil 2,2016,26,,SLV,3.9
El Salvador,Urbana,Quintil 3,2016,26,,SLV,3.5
El Salvador,Urbana,Quintil 4,2016,26,,SLV,3.2
El Salvador,Urbana,Quintil 5,2016,26,,SLV,2.8
El Salvador,Urbana,Total quintiles,2016,26,,SLV,3.5
El Salvador,Nacional,Quintil 1,2017,26,,SLV,4.4
El Salvador,Nacional,Quintil 2,2017,26,,SLV,3.9
El Salvador,Nacional,Quintil 3,2017,26,,SLV,3.7
El Salvador,Nacional,Quintil 4,2017,26,,SLV,3.3
El Salvador,Nacional,Quintil 5,2017,26,,SLV,2.7
El Salvador,Nacional,Total quintiles,2017,26,,SLV,3.6
El Salvador,Rural,Quintil 1,2017,26,,SLV,4.6
El Salvador,Rural,Quintil 2,2017,26,,SLV,4.2
El Salvador,Rural,Quintil 3,2017,26,,SLV,3.8
El Salvador,Rural,Quintil 4,2017,26,,SLV,3.5
El Salvador,Rural,Quintil 5,2017,26,,SLV,2.7
El Salvador,Rural,Total quintiles,2017,26,,SLV,3.8
El Salvador,Urbana,Quintil 1,2017,26,,SLV,4.2
El Salvador,Urbana,Quintil 2,2017,26,,SLV,3.8
El Salvador,Urbana,Quintil 3,2017,26,,SLV,3.5
El Salvador,Urbana,Quintil 4,2017,26,,SLV,3.3
El Salvador,Urbana,Quintil 5,2017,26,,SLV,2.6
El Salvador,Urbana,Total quintiles,2017,26,,SLV,3.5
El Salvador,Nacional,Quintil 1,2018,26,,SLV,4.4
El Salvador,Nacional,Quintil 2,2018,26,,SLV,3.8
El Salvador,Nacional,Quintil 3,2018,26,,SLV,3.6
El Salvador,Nacional,Quintil 4,2018,26,,SLV,3.2
El Salvador,Nacional,Quintil 5,2018,26,,SLV,2.7
El Salvador,Nacional,Total quintiles,2018,26,,SLV,3.6
El Salvador,Rural,Quintil 1,2018,26,,SLV,4.6
El Salvador,Rural,Quintil 2,2018,26,,SLV,4.1
El Salvador,Rural,Quintil 3,2018,26,,SLV,3.7
El Salvador,Rural,Quintil 4,2018,26,,SLV,3.5
El Salvador,Rural,Quintil 5,2018,26,,SLV,2.7
El Salvador,Rural,Total quintiles,2018,26,,SLV,3.7
El Salvador,Urbana,Quintil 1,2018,26,,SLV,4.2
El Salvador,Urbana,Quintil 2,2018,26,,SLV,3.8
El Salvador,Urbana,Quintil 3,2018,26,,SLV,3.6
El Salvador,Urbana,Quintil 4,2018,26,,SLV,3.1
El Salvador,Urbana,Quintil 5,2018,26,,SLV,2.7
El Salvador,Urbana,Total quintiles,2018,26,,SLV,3.5
El Salvador,Nacional,Quintil 1,2019,26,,SLV,4.2
El Salvador,Nacional,Quintil 2,2019,26,,SLV,3.8
El Salvador,Nacional,Quintil 3,2019,26,,SLV,3.5
El Salvador,Nacional,Quintil 4,2019,26,,SLV,3.2
El Salvador,Nacional,Quintil 5,2019,26,,SLV,2.6
El Salvador,Nacional,Total quintiles,2019,26,,SLV,3.5
El Salvador,Rural,Quintil 1,2019,26,,SLV,4.4
El Salvador,Rural,Quintil 2,2019,26,,SLV,4
El Salvador,Rural,Quintil 3,2019,26,,SLV,3.6
El Salvador,Rural,Quintil 4,2019,26,,SLV,3.3
El Salvador,Rural,Quintil 5,2019,26,,SLV,2.5
El Salvador,Rural,Total quintiles,2019,26,,SLV,3.6
El Salvador,Urbana,Quintil 1,2019,26,,SLV,4
El Salvador,Urbana,Quintil 2,2019,26,,SLV,3.7
El Salvador,Urbana,Quintil 3,2019,26,,SLV,3.4
El Salvador,Urbana,Quintil 4,2019,26,,SLV,3.1
El Salvador,Urbana,Quintil 5,2019,26,,SLV,2.6
El Salvador,Urbana,Total quintiles,2019,26,,SLV,3.4
Guatemala,Nacional,Quintil 1,2000,26,,GTM,6.1
Guatemala,Nacional,Quintil 2,2000,26,,GTM,5.9
Guatemala,Nacional,Quintil 3,2000,26,,GTM,5.3
Guatemala,Nacional,Quintil 4,2000,26,,GTM,4.7
Guatemala,Nacional,Quintil 5,2000,26,,GTM,3.9
Guatemala,Nacional,Total quintiles,2000,26,,GTM,5.2
Guatemala,Rural,Quintil 1,2000,26,,GTM,6.4
Guatemala,Rural,Quintil 2,2000,26,,GTM,6.1
Guatemala,Rural,Quintil 3,2000,26,,GTM,6
Guatemala,Rural,Quintil 4,2000,26,,GTM,5.2
Guatemala,Rural,Quintil 5,2000,26,,GTM,4.5
Guatemala,Rural,Total quintiles,2000,26,,GTM,5.6
Guatemala,Urbana,Quintil 1,2000,26,,GTM,5.5
Guatemala,Urbana,Quintil 2,2000,26,,GTM,5
Guatemala,Urbana,Quintil 3,2000,26,,GTM,4.8
Guatemala,Urbana,Quintil 4,2000,26,,GTM,4.1
Guatemala,Urbana,Quintil 5,2000,26,,GTM,3.6
Guatemala,Urbana,Total quintiles,2000,26,,GTM,4.6
Guatemala,Nacional,Quintil 1,2006,26,,GTM,6.3
Guatemala,Nacional,Quintil 2,2006,26,,GTM,5.5
Guatemala,Nacional,Quintil 3,2006,26,,GTM,4.9
Guatemala,Nacional,Quintil 4,2006,26,,GTM,4.3
Guatemala,Nacional,Quintil 5,2006,26,,GTM,3.4
Guatemala,Nacional,Total quintiles,2006,26,,GTM,4.9
Guatemala,Rural,Quintil 1,2006,26,,GTM,6.7
Guatemala,Rural,Quintil 2,2006,26,,GTM,5.9
Guatemala,Rural,Quintil 3,2006,26,,GTM,5.5
Guatemala,Rural,Quintil 4,2006,26,,GTM,5.1
Guatemala,Rural,Quintil 5,2006,26,,GTM,4.1
Guatemala,Rural,Total quintiles,2006,26,,GTM,5.5
Guatemala,Urbana,Quintil 1,2006,26,,GTM,5.5
Guatemala,Urbana,Quintil 2,2006,26,,GTM,4.8
Guatemala,Urbana,Quintil 3,2006,26,,GTM,4.6
Guatemala,Urbana,Quintil 4,2006,26,,GTM,3.7
Guatemala,Urbana,Quintil 5,2006,26,,GTM,3.4
Guatemala,Urbana,Total quintiles,2006,26,,GTM,4.4
Guatemala,Nacional,Quintil 1,2014,26,,GTM,6.1
Guatemala,Nacional,Quintil 2,2014,26,,GTM,5.2
Guatemala,Nacional,Quintil 3,2014,26,,GTM,4.8
Guatemala,Nacional,Quintil 4,2014,26,,GTM,4.2
Guatemala,Nacional,Quintil 5,2014,26,,GTM,3.5
Guatemala,Nacional,Total quintiles,2014,26,,GTM,4.8
Guatemala,Rural,Quintil 1,2014,26,,GTM,6.4
Guatemala,Rural,Quintil 2,2014,26,,GTM,5.9
Guatemala,Rural,Quintil 3,2014,26,,GTM,5.2
Guatemala,Rural,Quintil 4,2014,26,,GTM,4.9
Guatemala,Rural,Quintil 5,2014,26,,GTM,4
Guatemala,Rural,Total quintiles,2014,26,,GTM,5.3
Guatemala,Urbana,Quintil 1,2014,26,,GTM,5.4
Guatemala,Urbana,Quintil 2,2014,26,,GTM,4.8
Guatemala,Urbana,Quintil 3,2014,26,,GTM,4.3
Guatemala,Urbana,Quintil 4,2014,26,,GTM,4
Guatemala,Urbana,Quintil 5,2014,26,,GTM,3.2
Guatemala,Urbana,Total quintiles,2014,26,,GTM,4.3
Honduras,Nacional,Quintil 1,2001,26,355,HND,5.9
Honduras,Nacional,Quintil 2,2001,26,355,HND,5.6
Honduras,Nacional,Quintil 3,2001,26,355,HND,5.2
Honduras,Nacional,Quintil 4,2001,26,355,HND,4.7
Honduras,Nacional,Quintil 5,2001,26,355,HND,4
Honduras,Nacional,Total quintiles,2001,26,355,HND,5.1
Honduras,Rural,Quintil 1,2001,26,355,HND,6.1
Honduras,Rural,Quintil 2,2001,26,355,HND,5.9
Honduras,Rural,Quintil 3,2001,26,355,HND,5.7
Honduras,Rural,Quintil 4,2001,26,355,HND,5
Honduras,Rural,Quintil 5,2001,26,355,HND,4.3
Honduras,Rural,Total quintiles,2001,26,355,HND,5.4
Honduras,Urbana,Quintil 1,2001,26,355,HND,5.3
Honduras,Urbana,Quintil 2,2001,26,355,HND,5.4
Honduras,Urbana,Quintil 3,2001,26,355,HND,5
Honduras,Urbana,Quintil 4,2001,26,355,HND,4.3
Honduras,Urbana,Quintil 5,2001,26,355,HND,3.8
Honduras,Urbana,Total quintiles,2001,26,355,HND,4.8
Honduras,Nacional,Quintil 1,2004,26,355,HND,5.7
Honduras,Nacional,Quintil 2,2004,26,355,HND,5.5
Honduras,Nacional,Quintil 3,2004,26,355,HND,5.2
Honduras,Nacional,Quintil 4,2004,26,355,HND,4.6
Honduras,Nacional,Quintil 5,2004,26,355,HND,4
Honduras,Nacional,Total quintiles,2004,26,355,HND,5
Honduras,Rural,Quintil 1,2004,26,355,HND,6
Honduras,Rural,Quintil 2,2004,26,355,HND,5.7
Honduras,Rural,Quintil 3,2004,26,355,HND,5.3
Honduras,Rural,Quintil 4,2004,26,355,HND,5.2
Honduras,Rural,Quintil 5,2004,26,355,HND,4.4
Honduras,Rural,Total quintiles,2004,26,355,HND,5.3
Honduras,Urbana,Quintil 1,2004,26,355,HND,5.3
Honduras,Urbana,Quintil 2,2004,26,355,HND,5.2
Honduras,Urbana,Quintil 3,2004,26,355,HND,4.6
Honduras,Urbana,Quintil 4,2004,26,355,HND,4.4
Honduras,Urbana,Quintil 5,2004,26,355,HND,3.8
Honduras,Urbana,Total quintiles,2004,26,355,HND,4.6
Honduras,Nacional,Quintil 1,2005,26,355,HND,5.6
Honduras,Nacional,Quintil 2,2005,26,355,HND,5.3
Honduras,Nacional,Quintil 3,2005,26,355,HND,5
Honduras,Nacional,Quintil 4,2005,26,355,HND,4.5
Honduras,Nacional,Quintil 5,2005,26,355,HND,3.7
Honduras,Nacional,Total quintiles,2005,26,355,HND,4.8
Honduras,Rural,Quintil 1,2005,26,355,HND,5.8
Honduras,Rural,Quintil 2,2005,26,355,HND,5.8
Honduras,Rural,Quintil 3,2005,26,355,HND,5.2
Honduras,Rural,Quintil 4,2005,26,355,HND,4.8
Honduras,Rural,Quintil 5,2005,26,355,HND,4.1
Honduras,Rural,Total quintiles,2005,26,355,HND,5.2
Honduras,Urbana,Quintil 1,2005,26,355,HND,5
Honduras,Urbana,Quintil 2,2005,26,355,HND,5.1
Honduras,Urbana,Quintil 3,2005,26,355,HND,4.7
Honduras,Urbana,Quintil 4,2005,26,355,HND,4
Honduras,Urbana,Quintil 5,2005,26,355,HND,3.6
Honduras,Urbana,Total quintiles,2005,26,355,HND,4.5
Honduras,Nacional,Quintil 1,2009,26,355,HND,5.6
Honduras,Nacional,Quintil 2,2009,26,355,HND,5.1
Honduras,Nacional,Quintil 3,2009,26,355,HND,4.7
Honduras,Nacional,Quintil 4,2009,26,355,HND,4.2
Honduras,Nacional,Quintil 5,2009,26,355,HND,3.6
Honduras,Nacional,Total quintiles,2009,26,355,HND,4.6
Honduras,Rural,Quintil 1,2009,26,355,HND,5.9
Honduras,Rural,Quintil 2,2009,26,355,HND,5.5
Honduras,Rural,Quintil 3,2009,26,355,HND,5
Honduras,Rural,Quintil 4,2009,26,355,HND,4.6
Honduras,Rural,Quintil 5,2009,26,355,HND,3.9
Honduras,Rural,Total quintiles,2009,26,355,HND,5
Honduras,Urbana,Quintil 1,2009,26,355,HND,5
Honduras,Urbana,Quintil 2,2009,26,355,HND,4.6
Honduras,Urbana,Quintil 3,2009,26,355,HND,4.3
Honduras,Urbana,Quintil 4,2009,26,355,HND,4
Honduras,Urbana,Quintil 5,2009,26,355,HND,3.5
Honduras,Urbana,Total quintiles,2009,26,355,HND,4.3
Honduras,Nacional,Quintil 1,2010,26,355,HND,5.6
Honduras,Nacional,Quintil 2,2010,26,355,HND,5.1
Honduras,Nacional,Quintil 3,2010,26,355,HND,4.7
Honduras,Nacional,Quintil 4,2010,26,355,HND,4.2
Honduras,Nacional,Quintil 5,2010,26,355,HND,3.6
Honduras,Nacional,Total quintiles,2010,26,355,HND,4.6
Honduras,Rural,Quintil 1,2010,26,355,HND,5.9
Honduras,Rural,Quintil 2,2010,26,355,HND,5.4
Honduras,Rural,Quintil 3,2010,26,355,HND,5.1
Honduras,Rural,Quintil 4,2010,26,355,HND,4.5
Honduras,Rural,Quintil 5,2010,26,355,HND,3.8
Honduras,Rural,Total quintiles,2010,26,355,HND,4.9
Honduras,Urbana,Quintil 1,2010,26,355,HND,4.9
Honduras,Urbana,Quintil 2,2010,26,355,HND,4.7
Honduras,Urbana,Quintil 3,2010,26,355,HND,4.4
Honduras,Urbana,Quintil 4,2010,26,355,HND,3.9
Honduras,Urbana,Quintil 5,2010,26,355,HND,3.4
Honduras,Urbana,Total quintiles,2010,26,355,HND,4.3
Honduras,Nacional,Quintil 1,2011,26,355,HND,5.4
Honduras,Nacional,Quintil 2,2011,26,355,HND,5.2
Honduras,Nacional,Quintil 3,2011,26,355,HND,4.9
Honduras,Nacional,Quintil 4,2011,26,355,HND,4.4
Honduras,Nacional,Quintil 5,2011,26,355,HND,3.7
Honduras,Nacional,Total quintiles,2011,26,355,HND,4.7
Honduras,Rural,Quintil 1,2011,26,355,HND,5.7
Honduras,Rural,Quintil 2,2011,26,355,HND,5.5
Honduras,Rural,Quintil 3,2011,26,355,HND,5.2
Honduras,Rural,Quintil 4,2011,26,355,HND,4.8
Honduras,Rural,Quintil 5,2011,26,355,HND,4.2
Honduras,Rural,Total quintiles,2011,26,355,HND,5.1
Honduras,Urbana,Quintil 1,2011,26,355,HND,4.9
Honduras,Urbana,Quintil 2,2011,26,355,HND,4.8
Honduras,Urbana,Quintil 3,2011,26,355,HND,4.6
Honduras,Urbana,Quintil 4,2011,26,355,HND,4
Honduras,Urbana,Quintil 5,2011,26,355,HND,3.4
Honduras,Urbana,Total quintiles,2011,26,355,HND,4.3
Honduras,Nacional,Quintil 1,2012,26,355,HND,5.2
Honduras,Nacional,Quintil 2,2012,26,355,HND,4.9
Honduras,Nacional,Quintil 3,2012,26,355,HND,4.6
Honduras,Nacional,Quintil 4,2012,26,355,HND,4.2
Honduras,Nacional,Quintil 5,2012,26,355,HND,3.7
Honduras,Nacional,Total quintiles,2012,26,355,HND,4.5
Honduras,Rural,Quintil 1,2012,26,355,HND,5.4
Honduras,Rural,Quintil 2,2012,26,355,HND,5.2
Honduras,Rural,Quintil 3,2012,26,355,HND,5.1
Honduras,Rural,Quintil 4,2012,26,355,HND,4.6
Honduras,Rural,Quintil 5,2012,26,355,HND,3.8
Honduras,Rural,Total quintiles,2012,26,355,HND,4.8
Honduras,Urbana,Quintil 1,2012,26,355,HND,4.7
Honduras,Urbana,Quintil 2,2012,26,355,HND,4.6
Honduras,Urbana,Quintil 3,2012,26,355,HND,4.4
Honduras,Urbana,Quintil 4,2012,26,355,HND,4.1
Honduras,Urbana,Quintil 5,2012,26,355,HND,3.5
Honduras,Urbana,Total quintiles,2012,26,355,HND,4.3
Honduras,Nacional,Quintil 1,2013,26,355,HND,5.2
Honduras,Nacional,Quintil 2,2013,26,355,HND,4.9
Honduras,Nacional,Quintil 3,2013,26,355,HND,4.6
Honduras,Nacional,Quintil 4,2013,26,355,HND,4.2
Honduras,Nacional,Quintil 5,2013,26,355,HND,3.5
Honduras,Nacional,Total quintiles,2013,26,355,HND,4.5
Honduras,Rural,Quintil 1,2013,26,355,HND,5.4
Honduras,Rural,Quintil 2,2013,26,355,HND,5.2
Honduras,Rural,Quintil 3,2013,26,355,HND,4.9
Honduras,Rural,Quintil 4,2013,26,355,HND,4.3
Honduras,Rural,Quintil 5,2013,26,355,HND,3.8
Honduras,Rural,Total quintiles,2013,26,355,HND,4.7
Honduras,Urbana,Quintil 1,2013,26,355,HND,4.8
Honduras,Urbana,Quintil 2,2013,26,355,HND,4.8
Honduras,Urbana,Quintil 3,2013,26,355,HND,4.3
Honduras,Urbana,Quintil 4,2013,26,355,HND,3.9
Honduras,Urbana,Quintil 5,2013,26,355,HND,3.4
Honduras,Urbana,Total quintiles,2013,26,355,HND,4.3
Honduras,Nacional,Quintil 1,2014,26,8615,HND,4.8
Honduras,Nacional,Quintil 2,2014,26,8615,HND,4.7
Honduras,Nacional,Quintil 3,2014,26,8615,HND,4.4
Honduras,Nacional,Quintil 4,2014,26,8615,HND,4.1
Honduras,Nacional,Quintil 5,2014,26,8615,HND,3.3
Honduras,Nacional,Total quintiles,2014,26,8615,HND,4.3
Honduras,Rural,Quintil 1,2014,26,8615,HND,5.1
Honduras,Rural,Quintil 2,2014,26,8615,HND,4.8
Honduras,Rural,Quintil 3,2014,26,8615,HND,4.7
Honduras,Rural,Quintil 4,2014,26,8615,HND,4.3
Honduras,Rural,Quintil 5,2014,26,8615,HND,3.4
Honduras,Rural,Total quintiles,2014,26,8615,HND,4.5
Honduras,Urbana,Quintil 1,2014,26,8615,HND,4.6
Honduras,Urbana,Quintil 2,2014,26,8615,HND,4.5
Honduras,Urbana,Quintil 3,2014,26,8615,HND,4.3
Honduras,Urbana,Quintil 4,2014,26,8615,HND,3.9
Honduras,Urbana,Quintil 5,2014,26,8615,HND,3.3
Honduras,Urbana,Total quintiles,2014,26,8615,HND,4.1
Honduras,Nacional,Quintil 1,2015,26,8615,HND,4.9
Honduras,Nacional,Quintil 2,2015,26,8615,HND,4.9
Honduras,Nacional,Quintil 3,2015,26,8615,HND,4.5
Honduras,Nacional,Quintil 4,2015,26,8615,HND,4.1
Honduras,Nacional,Quintil 5,2015,26,8615,HND,3.5
Honduras,Nacional,Total quintiles,2015,26,8615,HND,4.4
Honduras,Rural,Quintil 1,2015,26,8615,HND,5.2
Honduras,Rural,Quintil 2,2015,26,8615,HND,5.1
Honduras,Rural,Quintil 3,2015,26,8615,HND,4.8
Honduras,Rural,Quintil 4,2015,26,8615,HND,4.5
Honduras,Rural,Quintil 5,2015,26,8615,HND,3.8
Honduras,Rural,Total quintiles,2015,26,8615,HND,4.7
Honduras,Urbana,Quintil 1,2015,26,8615,HND,4.7
Honduras,Urbana,Quintil 2,2015,26,8615,HND,4.5
Honduras,Urbana,Quintil 3,2015,26,8615,HND,4.3
Honduras,Urbana,Quintil 4,2015,26,8615,HND,4
Honduras,Urbana,Quintil 5,2015,26,8615,HND,3.4
Honduras,Urbana,Total quintiles,2015,26,8615,HND,4.2
Honduras,Nacional,Quintil 1,2016,26,8615,HND,4.9
Honduras,Nacional,Quintil 2,2016,26,8615,HND,4.7
Honduras,Nacional,Quintil 3,2016,26,8615,HND,4.5
Honduras,Nacional,Quintil 4,2016,26,8615,HND,4.1
Honduras,Nacional,Quintil 5,2016,26,8615,HND,3.5
Honduras,Nacional,Total quintiles,2016,26,8615,HND,4.4
Honduras,Rural,Quintil 1,2016,26,8615,HND,5.1
Honduras,Rural,Quintil 2,2016,26,8615,HND,5
Honduras,Rural,Quintil 3,2016,26,8615,HND,4.8
Honduras,Rural,Quintil 4,2016,26,8615,HND,4.5
Honduras,Rural,Quintil 5,2016,26,8615,HND,3.8
Honduras,Rural,Total quintiles,2016,26,8615,HND,4.6
Honduras,Urbana,Quintil 1,2016,26,8615,HND,4.6
Honduras,Urbana,Quintil 2,2016,26,8615,HND,4.7
Honduras,Urbana,Quintil 3,2016,26,8615,HND,4.2
Honduras,Urbana,Quintil 4,2016,26,8615,HND,4
Honduras,Urbana,Quintil 5,2016,26,8615,HND,3.3
Honduras,Urbana,Total quintiles,2016,26,8615,HND,4.2
Honduras,Nacional,Quintil 1,2018,26,8615,HND,4.7
Honduras,Nacional,Quintil 2,2018,26,8615,HND,4.4
Honduras,Nacional,Quintil 3,2018,26,8615,HND,4.4
Honduras,Nacional,Quintil 4,2018,26,8615,HND,4
Honduras,Nacional,Quintil 5,2018,26,8615,HND,3.3
Honduras,Nacional,Total quintiles,2018,26,8615,HND,4.2
Honduras,Rural,Quintil 1,2018,26,8615,HND,4.8
Honduras,Rural,Quintil 2,2018,26,8615,HND,4.8
Honduras,Rural,Quintil 3,2018,26,8615,HND,4.4
Honduras,Rural,Quintil 4,2018,26,8615,HND,4.3
Honduras,Rural,Quintil 5,2018,26,8615,HND,3.6
Honduras,Rural,Total quintiles,2018,26,8615,HND,4.4
Honduras,Urbana,Quintil 1,2018,26,8615,HND,4.4
Honduras,Urbana,Quintil 2,2018,26,8615,HND,4.6
Honduras,Urbana,Quintil 3,2018,26,8615,HND,4.2
Honduras,Urbana,Quintil 4,2018,26,8615,HND,3.8
Honduras,Urbana,Quintil 5,2018,26,8615,HND,3.1
Honduras,Urbana,Total quintiles,2018,26,8615,HND,4
Honduras,Nacional,Quintil 1,2019,26,8615,HND,4.4
Honduras,Nacional,Quintil 2,2019,26,8615,HND,4.7
Honduras,Nacional,Quintil 3,2019,26,8615,HND,4.3
Honduras,Nacional,Quintil 4,2019,26,8615,HND,4
Honduras,Nacional,Quintil 5,2019,26,8615,HND,3.3
Honduras,Nacional,Total quintiles,2019,26,8615,HND,4.1
Honduras,Rural,Quintil 1,2019,26,8615,HND,4.2
Honduras,Rural,Quintil 2,2019,26,8615,HND,5
Honduras,Rural,Quintil 3,2019,26,8615,HND,4.6
Honduras,Rural,Quintil 4,2019,26,8615,HND,4.1
Honduras,Rural,Quintil 5,2019,26,8615,HND,3.7
Honduras,Rural,Total quintiles,2019,26,8615,HND,4.3
Honduras,Urbana,Quintil 1,2019,26,8615,HND,4.5
Honduras,Urbana,Quintil 2,2019,26,8615,HND,4.4
Honduras,Urbana,Quintil 3,2019,26,8615,HND,4.2
Honduras,Urbana,Quintil 4,2019,26,8615,HND,3.7
Honduras,Urbana,Quintil 5,2019,26,8615,HND,3.2
Honduras,Urbana,Total quintiles,2019,26,8615,HND,4
México,Nacional,Quintil 1,2000,26,,MEX,5.5
México,Nacional,Quintil 2,2000,26,,MEX,4.5
México,Nacional,Quintil 3,2000,26,,MEX,4.1
México,Nacional,Quintil 4,2000,26,,MEX,3.7
México,Nacional,Quintil 5,2000,26,,MEX,3
México,Nacional,Total quintiles,2000,26,,MEX,4.2
México,Rural,Quintil 1,2000,26,,MEX,6.2
México,Rural,Quintil 2,2000,26,,MEX,5.3
México,Rural,Quintil 3,2000,26,,MEX,4.7
México,Rural,Quintil 4,2000,26,,MEX,3.9
México,Rural,Quintil 5,2000,26,,MEX,3
México,Rural,Total quintiles,2000,26,,MEX,4.6
México,Urbana,Quintil 1,2000,26,,MEX,5.2
México,Urbana,Quintil 2,2000,26,,MEX,4.4
México,Urbana,Quintil 3,2000,26,,MEX,4
México,Urbana,Quintil 4,2000,26,,MEX,3.5
México,Urbana,Quintil 5,2000,26,,MEX,3
México,Urbana,Total quintiles,2000,26,,MEX,4
México,Nacional,Quintil 1,2002,26,,MEX,5.3
México,Nacional,Quintil 2,2002,26,,MEX,4.6
México,Nacional,Quintil 3,2002,26,,MEX,4
México,Nacional,Quintil 4,2002,26,,MEX,3.7
México,Nacional,Quintil 5,2002,26,,MEX,3
México,Nacional,Total quintiles,2002,26,,MEX,4.1
México,Rural,Quintil 1,2002,26,,MEX,5.6
México,Rural,Quintil 2,2002,26,,MEX,4.9
México,Rural,Quintil 3,2002,26,,MEX,4.2
