Sexo,País,Área geográfica,Grupo edad para participación en la PEA,Años,id_fuente,ids_notas,iso3,valor
Hombres,Nicaragua,Rural,15 a 24 años,2001,26,,NIC,85.81
Hombres,Nicaragua,Rural,25 a 34 años,2001,26,,NIC,97.86
Hombres,Nicaragua,Rural,35 a 44 años,2001,26,,NIC,95.56
Hombres,Nicaragua,Rural,45 a 59 años,2001,26,,NIC,93.86
Hombres,Nicaragua,Rural,60 años y más,2001,26,,NIC,68.29
Mujeres,Nicaragua,Rural,Total (15 años y más),2001,26,,NIC,32.42
Mujeres,Nicaragua,Rural,15 a 24 años,2001,26,,NIC,24.41
Mujeres,Nicaragua,Rural,25 a 34 años,2001,26,,NIC,39.08
Mujeres,Nicaragua,Rural,35 a 44 años,2001,26,,NIC,45.33
Mujeres,Nicaragua,Rural,45 a 59 años,2001,26,,NIC,35.4
Mujeres,Nicaragua,Rural,60 años y más,2001,26,,NIC,20.93
Ambos sexos,Nicaragua,Nacional,Total (15 años y más),2005,26,,NIC,63.06
Ambos sexos,Nicaragua,Nacional,15 a 24 años,2005,26,,NIC,53.71
Ambos sexos,Nicaragua,Nacional,25 a 34 años,2005,26,,NIC,73.74
Ambos sexos,Nicaragua,Nacional,35 a 44 años,2005,26,,NIC,75.98
Ambos sexos,Nicaragua,Nacional,45 a 59 años,2005,26,,NIC,71.19
Ambos sexos,Nicaragua,Nacional,60 años y más,2005,26,,NIC,42.88
Hombres,Nicaragua,Nacional,Total (15 años y más),2005,26,,NIC,83.73
Hombres,Nicaragua,Nacional,15 a 24 años,2005,26,,NIC,73.39
Hombres,Nicaragua,Nacional,25 a 34 años,2005,26,,NIC,95.77
Hombres,Nicaragua,Nacional,35 a 44 años,2005,26,,NIC,95.64
Hombres,Nicaragua,Nacional,45 a 59 años,2005,26,,NIC,94.08
Hombres,Nicaragua,Nacional,60 años y más,2005,26,,NIC,66.26
Mujeres,Nicaragua,Nacional,Total (15 años y más),2005,26,,NIC,43.76
Mujeres,Nicaragua,Nacional,15 a 24 años,2005,26,,NIC,32.28
Mujeres,Nicaragua,Nacional,25 a 34 años,2005,26,,NIC,53.98
Mujeres,Nicaragua,Nacional,35 a 44 años,2005,26,,NIC,59.8
Mujeres,Nicaragua,Nacional,45 a 59 años,2005,26,,NIC,51.87
Mujeres,Nicaragua,Nacional,60 años y más,2005,26,,NIC,22.78
Ambos sexos,Nicaragua,Urbana,Total (15 años y más),2005,26,,NIC,63.14
Ambos sexos,Nicaragua,Urbana,15 a 24 años,2005,26,,NIC,49.56
Ambos sexos,Nicaragua,Urbana,25 a 34 años,2005,26,,NIC,77.63
Ambos sexos,Nicaragua,Urbana,35 a 44 años,2005,26,,NIC,80.95
Ambos sexos,Nicaragua,Urbana,45 a 59 años,2005,26,,NIC,73.97
Ambos sexos,Nicaragua,Urbana,60 años y más,2005,26,,NIC,38.1
Hombres,Nicaragua,Urbana,Total (15 años y más),2005,26,,NIC,78
Hombres,Nicaragua,Urbana,15 a 24 años,2005,26,,NIC,62.08
Hombres,Nicaragua,Urbana,25 a 34 años,2005,26,,NIC,94.23
Hombres,Nicaragua,Urbana,35 a 44 años,2005,26,,NIC,94.1
Hombres,Nicaragua,Urbana,45 a 59 años,2005,26,,NIC,92.76
Hombres,Nicaragua,Urbana,60 años y más,2005,26,,NIC,57.77
Mujeres,Nicaragua,Urbana,Total (15 años y más),2005,26,,NIC,50.64
Mujeres,Nicaragua,Urbana,15 a 24 años,2005,26,,NIC,37.21
Mujeres,Nicaragua,Urbana,25 a 34 años,2005,26,,NIC,63.58
Mujeres,Nicaragua,Urbana,35 a 44 años,2005,26,,NIC,70.77
Mujeres,Nicaragua,Urbana,45 a 59 años,2005,26,,NIC,60.17
Mujeres,Nicaragua,Urbana,60 años y más,2005,26,,NIC,24.3
Ambos sexos,Nicaragua,Rural,Total (15 años y más),2005,26,,NIC,62.95
Ambos sexos,Nicaragua,Rural,15 a 24 años,2005,26,,NIC,59.36
Ambos sexos,Nicaragua,Rural,25 a 34 años,2005,26,,NIC,68.23
Ambos sexos,Nicaragua,Rural,35 a 44 años,2005,26,,NIC,68.55
Ambos sexos,Nicaragua,Rural,45 a 59 años,2005,26,,NIC,67.16
Ambos sexos,Nicaragua,Rural,60 años y más,2005,26,,NIC,50.41
Hombres,Nicaragua,Rural,Total (15 años y más),2005,26,,NIC,90.95
Hombres,Nicaragua,Rural,15 a 24 años,2005,26,,NIC,87.2
Hombres,Nicaragua,Rural,25 a 34 años,2005,26,,NIC,97.79
Hombres,Nicaragua,Rural,35 a 44 años,2005,26,,NIC,97.76
Hombres,Nicaragua,Rural,45 a 59 años,2005,26,,NIC,95.69
Hombres,Nicaragua,Rural,60 años y más,2005,26,,NIC,76.46
Mujeres,Nicaragua,Rural,Total (15 años y más),2005,26,,NIC,32.61
Mujeres,Nicaragua,Rural,15 a 24 años,2005,26,,NIC,24.69
Mujeres,Nicaragua,Rural,25 a 34 años,2005,26,,NIC,39.44
Mujeres,Nicaragua,Rural,35 a 44 años,2005,26,,NIC,42.23
Mujeres,Nicaragua,Rural,45 a 59 años,2005,26,,NIC,37.73
Mujeres,Nicaragua,Rural,60 años y más,2005,26,,NIC,19.72
Ambos sexos,Nicaragua,Nacional,Total (15 años y más),2009,26,,NIC,62.23
Ambos sexos,Nicaragua,Nacional,15 a 24 años,2009,26,,NIC,50.3
Ambos sexos,Nicaragua,Nacional,25 a 34 años,2009,26,,NIC,74.36
Ambos sexos,Nicaragua,Nacional,35 a 44 años,2009,26,,NIC,77.28
Ambos sexos,Nicaragua,Nacional,45 a 59 años,2009,26,,NIC,70.76
Ambos sexos,Nicaragua,Nacional,60 años y más,2009,26,,NIC,38.8
Hombres,Nicaragua,Nacional,Total (15 años y más),2009,26,,NIC,82.64
Hombres,Nicaragua,Nacional,15 a 24 años,2009,26,,NIC,70.42
Hombres,Nicaragua,Nacional,25 a 34 años,2009,26,,NIC,95.14
Hombres,Nicaragua,Nacional,35 a 44 años,2009,26,,NIC,96.13
Hombres,Nicaragua,Nacional,45 a 59 años,2009,26,,NIC,91.96
Hombres,Nicaragua,Nacional,60 años y más,2009,26,,NIC,62.59
Mujeres,Nicaragua,Nacional,Total (15 años y más),2009,26,,NIC,43.42
Mujeres,Nicaragua,Nacional,15 a 24 años,2009,26,,NIC,29.66
Mujeres,Nicaragua,Nacional,25 a 34 años,2009,26,,NIC,54.99
Mujeres,Nicaragua,Nacional,35 a 44 años,2009,26,,NIC,61.55
Mujeres,Nicaragua,Nacional,45 a 59 años,2009,26,,NIC,52.4
Mujeres,Nicaragua,Nacional,60 años y más,2009,26,,NIC,18.99
Ambos sexos,Nicaragua,Urbana,Total (15 años y más),2009,26,,NIC,62.82
Ambos sexos,Nicaragua,Urbana,15 a 24 años,2009,26,,NIC,45.84
Ambos sexos,Nicaragua,Urbana,25 a 34 años,2009,26,,NIC,78.29
Ambos sexos,Nicaragua,Urbana,35 a 44 años,2009,26,,NIC,81.95
Ambos sexos,Nicaragua,Urbana,45 a 59 años,2009,26,,NIC,74.04
Ambos sexos,Nicaragua,Urbana,60 años y más,2009,26,,NIC,33.93
Hombres,Nicaragua,Urbana,Total (15 años y más),2009,26,,NIC,77.2
Hombres,Nicaragua,Urbana,15 a 24 años,2009,26,,NIC,58.71
Hombres,Nicaragua,Urbana,25 a 34 años,2009,26,,NIC,93.84
Hombres,Nicaragua,Urbana,35 a 44 años,2009,26,,NIC,95.38
Hombres,Nicaragua,Urbana,45 a 59 años,2009,26,,NIC,88.77
Hombres,Nicaragua,Urbana,60 años y más,2009,26,,NIC,51.09
Mujeres,Nicaragua,Urbana,Total (15 años y más),2009,26,,NIC,50.59
Mujeres,Nicaragua,Urbana,15 a 24 años,2009,26,,NIC,33.73
Mujeres,Nicaragua,Urbana,25 a 34 años,2009,26,,NIC,64.45
Mujeres,Nicaragua,Urbana,35 a 44 años,2009,26,,NIC,71.49
Mujeres,Nicaragua,Urbana,45 a 59 años,2009,26,,NIC,61.62
Mujeres,Nicaragua,Urbana,60 años y más,2009,26,,NIC,22.52
Ambos sexos,Nicaragua,Rural,Total (15 años y más),2009,26,,NIC,61.37
Ambos sexos,Nicaragua,Rural,15 a 24 años,2009,26,,NIC,56.23
Ambos sexos,Nicaragua,Rural,25 a 34 años,2009,26,,NIC,68.5
Ambos sexos,Nicaragua,Rural,35 a 44 años,2009,26,,NIC,69.83
Ambos sexos,Nicaragua,Rural,45 a 59 años,2009,26,,NIC,65.26
Ambos sexos,Nicaragua,Rural,60 años y más,2009,26,,NIC,46.12
Hombres,Nicaragua,Rural,Total (15 años y más),2009,26,,NIC,89.9
Hombres,Nicaragua,Rural,15 a 24 años,2009,26,,NIC,84.54
Hombres,Nicaragua,Rural,25 a 34 años,2009,26,,NIC,96.97
Hombres,Nicaragua,Rural,35 a 44 años,2009,26,,NIC,97.23
Hombres,Nicaragua,Rural,45 a 59 años,2009,26,,NIC,97.11
Hombres,Nicaragua,Rural,60 años y más,2009,26,,NIC,75.46
Mujeres,Nicaragua,Rural,Total (15 años y más),2009,26,,NIC,31.74
Mujeres,Nicaragua,Rural,15 a 24 años,2009,26,,NIC,23.68
Mujeres,Nicaragua,Rural,25 a 34 años,2009,26,,NIC,40.09
Mujeres,Nicaragua,Rural,35 a 44 años,2009,26,,NIC,44.36
Mujeres,Nicaragua,Rural,45 a 59 años,2009,26,,NIC,36.48
Mujeres,Nicaragua,Rural,60 años y más,2009,26,,NIC,12.13
Ambos sexos,Nicaragua,Nacional,Total (15 años y más),2014,26,,NIC,65.02
Ambos sexos,Nicaragua,Nacional,15 a 24 años,2014,26,,NIC,52.02
Ambos sexos,Nicaragua,Nacional,25 a 34 años,2014,26,,NIC,78.26
Ambos sexos,Nicaragua,Nacional,35 a 44 años,2014,26,,NIC,78.4
Ambos sexos,Nicaragua,Nacional,45 a 59 años,2014,26,,NIC,73.12
Ambos sexos,Nicaragua,Nacional,60 años y más,2014,26,,NIC,40.68
Hombres,Nicaragua,Nacional,Total (15 años y más),2014,26,,NIC,83.52
Hombres,Nicaragua,Nacional,15 a 24 años,2014,26,,NIC,71.86
Hombres,Nicaragua,Nacional,25 a 34 años,2014,26,,NIC,95.73
Hombres,Nicaragua,Nacional,35 a 44 años,2014,26,,NIC,94.9
Hombres,Nicaragua,Nacional,45 a 59 años,2014,26,,NIC,92.96
Hombres,Nicaragua,Nacional,60 años y más,2014,26,,NIC,60.22
Mujeres,Nicaragua,Nacional,Total (15 años y más),2014,26,,NIC,47.98
Mujeres,Nicaragua,Nacional,15 a 24 años,2014,26,,NIC,32.7
Mujeres,Nicaragua,Nacional,25 a 34 años,2014,26,,NIC,61.02
Mujeres,Nicaragua,Nacional,35 a 44 años,2014,26,,NIC,63.73
Mujeres,Nicaragua,Nacional,45 a 59 años,2014,26,,NIC,57.56
Mujeres,Nicaragua,Nacional,60 años y más,2014,26,,NIC,22.66
Ambos sexos,Nicaragua,Urbana,Total (15 años y más),2014,26,,NIC,66.38
Ambos sexos,Nicaragua,Urbana,15 a 24 años,2014,26,,NIC,49.15
Ambos sexos,Nicaragua,Urbana,25 a 34 años,2014,26,,NIC,83.27
Ambos sexos,Nicaragua,Urbana,35 a 44 años,2014,26,,NIC,83.48
Ambos sexos,Nicaragua,Urbana,45 a 59 años,2014,26,,NIC,77.21
Ambos sexos,Nicaragua,Urbana,60 años y más,2014,26,,NIC,35.25
Hombres,Nicaragua,Urbana,Total (15 años y más),2014,26,,NIC,78.32
Hombres,Nicaragua,Urbana,15 a 24 años,2014,26,,NIC,60.63
Hombres,Nicaragua,Urbana,25 a 34 años,2014,26,,NIC,94.47
Hombres,Nicaragua,Urbana,35 a 44 años,2014,26,,NIC,94.82
Hombres,Nicaragua,Urbana,45 a 59 años,2014,26,,NIC,90.93
Hombres,Nicaragua,Urbana,60 años y más,2014,26,,NIC,49.02
Mujeres,Nicaragua,Urbana,Total (15 años y más),2014,26,,NIC,56.34
Mujeres,Nicaragua,Urbana,15 a 24 años,2014,26,,NIC,38.29
Mujeres,Nicaragua,Urbana,25 a 34 años,2014,26,,NIC,73.14
Mujeres,Nicaragua,Urbana,35 a 44 años,2014,26,,NIC,74.33
Mujeres,Nicaragua,Urbana,45 a 59 años,2014,26,,NIC,67.26
Mujeres,Nicaragua,Urbana,60 años y más,2014,26,,NIC,25.16
Ambos sexos,Nicaragua,Rural,Total (15 años y más),2014,26,,NIC,63
Ambos sexos,Nicaragua,Rural,15 a 24 años,2014,26,,NIC,55.7
Ambos sexos,Nicaragua,Rural,25 a 34 años,2014,26,,NIC,71.13
Ambos sexos,Nicaragua,Rural,35 a 44 años,2014,26,,NIC,70.97
Ambos sexos,Nicaragua,Rural,45 a 59 años,2014,26,,NIC,65.7
Ambos sexos,Nicaragua,Rural,60 años y más,2014,26,,NIC,50.31
Hombres,Nicaragua,Rural,Total (15 años y más),2014,26,,NIC,90.35
Hombres,Nicaragua,Rural,15 a 24 años,2014,26,,NIC,85.77
Hombres,Nicaragua,Rural,25 a 34 años,2014,26,,NIC,97.33
Hombres,Nicaragua,Rural,35 a 44 años,2014,26,,NIC,95.01
Hombres,Nicaragua,Rural,45 a 59 años,2014,26,,NIC,96.22
Hombres,Nicaragua,Rural,60 años y más,2014,26,,NIC,74.69
Mujeres,Nicaragua,Rural,Total (15 años y más),2014,26,,NIC,34.17
Mujeres,Nicaragua,Rural,15 a 24 años,2014,26,,NIC,25.29
Mujeres,Nicaragua,Rural,25 a 34 años,2014,26,,NIC,41.88
Mujeres,Nicaragua,Rural,35 a 44 años,2014,26,,NIC,46.38
Mujeres,Nicaragua,Rural,45 a 59 años,2014,26,,NIC,38.17
Mujeres,Nicaragua,Rural,60 años y más,2014,26,,NIC,16.56
Ambos sexos,Panamá,Nacional,Total (15 años y más),2000,26,10359,PAN,58.82
Ambos sexos,Panamá,Nacional,15 a 24 años,2000,26,10359,PAN,47.32
Ambos sexos,Panamá,Nacional,25 a 34 años,2000,26,10359,PAN,74.87
Ambos sexos,Panamá,Nacional,35 a 44 años,2000,26,10359,PAN,76.45
Ambos sexos,Panamá,Nacional,45 a 59 años,2000,26,10359,PAN,65.27
Ambos sexos,Panamá,Nacional,60 años y más,2000,26,10359,PAN,25.62
Hombres,Panamá,Nacional,Total (15 años y más),2000,26,10359,PAN,77.29
Hombres,Panamá,Nacional,15 a 24 años,2000,26,10359,PAN,60.47
Hombres,Panamá,Nacional,25 a 34 años,2000,26,10359,PAN,95.52
Hombres,Panamá,Nacional,35 a 44 años,2000,26,10359,PAN,96.58
Hombres,Panamá,Nacional,45 a 59 años,2000,26,10359,PAN,89.08
Hombres,Panamá,Nacional,60 años y más,2000,26,10359,PAN,42.39
Mujeres,Panamá,Nacional,Total (15 años y más),2000,26,10359,PAN,40.97
Mujeres,Panamá,Nacional,15 a 24 años,2000,26,10359,PAN,34.12
Mujeres,Panamá,Nacional,25 a 34 años,2000,26,10359,PAN,54.56
Mujeres,Panamá,Nacional,35 a 44 años,2000,26,10359,PAN,58.46
Mujeres,Panamá,Nacional,45 a 59 años,2000,26,10359,PAN,42.05
Mujeres,Panamá,Nacional,60 años y más,2000,26,10359,PAN,9.67
Ambos sexos,Panamá,Urbana,Total (15 años y más),2000,26,10359,PAN,59.79
Ambos sexos,Panamá,Urbana,15 a 24 años,2000,26,10359,PAN,47.4
Ambos sexos,Panamá,Urbana,25 a 34 años,2000,26,10359,PAN,78.94
Ambos sexos,Panamá,Urbana,35 a 44 años,2000,26,10359,PAN,79.86
Ambos sexos,Panamá,Urbana,45 a 59 años,2000,26,10359,PAN,67.28
Ambos sexos,Panamá,Urbana,60 años y más,2000,26,10359,PAN,18.52
Hombres,Panamá,Urbana,Total (15 años y más),2000,26,10359,PAN,74.23
Hombres,Panamá,Urbana,15 a 24 años,2000,26,10359,PAN,56.94
Hombres,Panamá,Urbana,25 a 34 años,2000,26,10359,PAN,94.85
Hombres,Panamá,Urbana,35 a 44 años,2000,26,10359,PAN,96.13
Hombres,Panamá,Urbana,45 a 59 años,2000,26,10359,PAN,87.2
Hombres,Panamá,Urbana,60 años y más,2000,26,10359,PAN,29.04
Mujeres,Panamá,Urbana,Total (15 años y más),2000,26,10359,PAN,46.95
Mujeres,Panamá,Urbana,15 a 24 años,2000,26,10359,PAN,38.5
Mujeres,Panamá,Urbana,25 a 34 años,2000,26,10359,PAN,63.6
Mujeres,Panamá,Urbana,35 a 44 años,2000,26,10359,PAN,67.01
Mujeres,Panamá,Urbana,45 a 59 años,2000,26,10359,PAN,49.3
Mujeres,Panamá,Urbana,60 años y más,2000,26,10359,PAN,9.89
Ambos sexos,Panamá,Rural,Total (15 años y más),2000,26,10359,PAN,57.03
Ambos sexos,Panamá,Rural,15 a 24 años,2000,26,10359,PAN,47.18
Ambos sexos,Panamá,Rural,25 a 34 años,2000,26,10359,PAN,67.69
Ambos sexos,Panamá,Rural,35 a 44 años,2000,26,10359,PAN,70.13
Ambos sexos,Panamá,Rural,45 a 59 años,2000,26,10359,PAN,61.32
Ambos sexos,Panamá,Rural,60 años y más,2000,26,10359,PAN,37.97
Hombres,Panamá,Rural,Total (15 años y más),2000,26,10359,PAN,82.28
Hombres,Panamá,Rural,15 a 24 años,2000,26,10359,PAN,66.27
Hombres,Panamá,Rural,25 a 34 años,2000,26,10359,PAN,96.67
Hombres,Panamá,Rural,35 a 44 años,2000,26,10359,PAN,97.29
Hombres,Panamá,Rural,45 a 59 años,2000,26,10359,PAN,92.37
Hombres,Panamá,Rural,60 años y más,2000,26,10359,PAN,61.37
Mujeres,Panamá,Rural,Total (15 años y más),2000,26,10359,PAN,28.65
Mujeres,Panamá,Rural,15 a 24 años,2000,26,10359,PAN,25.22
Mujeres,Panamá,Rural,25 a 34 años,2000,26,10359,PAN,38.15
Mujeres,Panamá,Rural,35 a 44 años,2000,26,10359,PAN,39.64
Mujeres,Panamá,Rural,45 a 59 años,2000,26,10359,PAN,25.97
Mujeres,Panamá,Rural,60 años y más,2000,26,10359,PAN,9.19
Ambos sexos,Panamá,Nacional,Total (15 años y más),2001,26,10359,PAN,58.83
Ambos sexos,Panamá,Nacional,15 a 24 años,2001,26,10359,PAN,44.98
Ambos sexos,Panamá,Nacional,25 a 34 años,2001,26,10359,PAN,74.19
Ambos sexos,Panamá,Nacional,35 a 44 años,2001,26,10359,PAN,76.55
Ambos sexos,Panamá,Nacional,45 a 59 años,2001,26,10359,PAN,65.23
Ambos sexos,Panamá,Nacional,60 años y más,2001,26,10359,PAN,26.6
Hombres,Panamá,Nacional,Total (15 años y más),2001,26,10359,PAN,77.75
Hombres,Panamá,Nacional,15 a 24 años,2001,26,10359,PAN,59.57
Hombres,Panamá,Nacional,25 a 34 años,2001,26,10359,PAN,95.15
Hombres,Panamá,Nacional,35 a 44 años,2001,26,10359,PAN,96.27
Hombres,Panamá,Nacional,45 a 59 años,2001,26,10359,PAN,88.97
Hombres,Panamá,Nacional,60 años y más,2001,26,10359,PAN,44.41
Mujeres,Panamá,Nacional,Total (15 años y más),2001,26,10359,PAN,40.08
Mujeres,Panamá,Nacional,15 a 24 años,2001,26,10359,PAN,30.11
Mujeres,Panamá,Nacional,25 a 34 años,2001,26,10359,PAN,54.25
Mujeres,Panamá,Nacional,35 a 44 años,2001,26,10359,PAN,56.72
Mujeres,Panamá,Nacional,45 a 59 años,2001,26,10359,PAN,41.97
Mujeres,Panamá,Nacional,60 años y más,2001,26,10359,PAN,8.9
Ambos sexos,Panamá,Urbana,Total (15 años y más),2001,26,10359,PAN,59.78
Ambos sexos,Panamá,Urbana,15 a 24 años,2001,26,10359,PAN,43.47
Ambos sexos,Panamá,Urbana,25 a 34 años,2001,26,10359,PAN,78.32
Ambos sexos,Panamá,Urbana,35 a 44 años,2001,26,10359,PAN,80.28
Ambos sexos,Panamá,Urbana,45 a 59 años,2001,26,10359,PAN,65.83
Ambos sexos,Panamá,Urbana,60 años y más,2001,26,10359,PAN,18.26
Hombres,Panamá,Urbana,Total (15 años y más),2001,26,10359,PAN,74.59
Hombres,Panamá,Urbana,15 a 24 años,2001,26,10359,PAN,53.4
Hombres,Panamá,Urbana,25 a 34 años,2001,26,10359,PAN,94.91
Hombres,Panamá,Urbana,35 a 44 años,2001,26,10359,PAN,96.06
Hombres,Panamá,Urbana,45 a 59 años,2001,26,10359,PAN,86.24
Hombres,Panamá,Urbana,60 años y más,2001,26,10359,PAN,30.26
Mujeres,Panamá,Urbana,Total (15 años y más),2001,26,10359,PAN,46.11
Mujeres,Panamá,Urbana,15 a 24 años,2001,26,10359,PAN,33.79
Mujeres,Panamá,Urbana,25 a 34 años,2001,26,10359,PAN,63.26
Mujeres,Panamá,Urbana,35 a 44 años,2001,26,10359,PAN,65.15
Mujeres,Panamá,Urbana,45 a 59 años,2001,26,10359,PAN,47.85
Mujeres,Panamá,Urbana,60 años y más,2001,26,10359,PAN,8
Ambos sexos,Panamá,Rural,Total (15 años y más),2001,26,10359,PAN,57.04
Ambos sexos,Panamá,Rural,15 a 24 años,2001,26,10359,PAN,47.7
Ambos sexos,Panamá,Rural,25 a 34 años,2001,26,10359,PAN,66.01
Ambos sexos,Panamá,Rural,35 a 44 años,2001,26,10359,PAN,68.7
Ambos sexos,Panamá,Rural,45 a 59 años,2001,26,10359,PAN,64.08
Ambos sexos,Panamá,Rural,60 años y más,2001,26,10359,PAN,39.35
Hombres,Panamá,Rural,Total (15 años y más),2001,26,10359,PAN,83.1
Hombres,Panamá,Rural,15 a 24 años,2001,26,10359,PAN,70
Hombres,Panamá,Rural,25 a 34 años,2001,26,10359,PAN,95.6
Hombres,Panamá,Rural,35 a 44 años,2001,26,10359,PAN,96.66
Hombres,Panamá,Rural,45 a 59 años,2001,26,10359,PAN,93.44
Hombres,Panamá,Rural,60 años y más,2001,26,10359,PAN,62.34
Mujeres,Panamá,Rural,Total (15 años y más),2001,26,10359,PAN,27.57
Mujeres,Panamá,Rural,15 a 24 años,2001,26,10359,PAN,23.08
Mujeres,Panamá,Rural,25 a 34 años,2001,26,10359,PAN,35.09
Mujeres,Panamá,Rural,35 a 44 años,2001,26,10359,PAN,37.48
Mujeres,Panamá,Rural,45 a 59 años,2001,26,10359,PAN,28.79
Mujeres,Panamá,Rural,60 años y más,2001,26,10359,PAN,10.57
Ambos sexos,Panamá,Nacional,Total (15 años y más),2002,26,10359,PAN,60.96
Ambos sexos,Panamá,Nacional,15 a 24 años,2002,26,10359,PAN,46.79
Ambos sexos,Panamá,Nacional,25 a 34 años,2002,26,10359,PAN,76.55
Ambos sexos,Panamá,Nacional,35 a 44 años,2002,26,10359,PAN,78.04
Ambos sexos,Panamá,Nacional,45 a 59 años,2002,26,10359,PAN,67.81
Ambos sexos,Panamá,Nacional,60 años y más,2002,26,10359,PAN,29.11
Hombres,Panamá,Nacional,Total (15 años y más),2002,26,10359,PAN,78.71
Hombres,Panamá,Nacional,15 a 24 años,2002,26,10359,PAN,60.9
Hombres,Panamá,Nacional,25 a 34 años,2002,26,10359,PAN,95.7
Hombres,Panamá,Nacional,35 a 44 años,2002,26,10359,PAN,96.48
Hombres,Panamá,Nacional,45 a 59 años,2002,26,10359,PAN,89.26
Hombres,Panamá,Nacional,60 años y más,2002,26,10359,PAN,47.7
Mujeres,Panamá,Nacional,Total (15 años y más),2002,26,10359,PAN,43.29
Mujeres,Panamá,Nacional,15 a 24 años,2002,26,10359,PAN,31.73
Mujeres,Panamá,Nacional,25 a 34 años,2002,26,10359,PAN,58.45
Mujeres,Panamá,Nacional,35 a 44 años,2002,26,10359,PAN,59.76
Mujeres,Panamá,Nacional,45 a 59 años,2002,26,10359,PAN,46.9
Mujeres,Panamá,Nacional,60 años y más,2002,26,10359,PAN,11.06
Ambos sexos,Panamá,Urbana,Total (15 años y más),2002,26,10359,PAN,61.77
Ambos sexos,Panamá,Urbana,15 a 24 años,2002,26,10359,PAN,45.74
Ambos sexos,Panamá,Urbana,25 a 34 años,2002,26,10359,PAN,81.04
Ambos sexos,Panamá,Urbana,35 a 44 años,2002,26,10359,PAN,80.76
Ambos sexos,Panamá,Urbana,45 a 59 años,2002,26,10359,PAN,69.31
Ambos sexos,Panamá,Urbana,60 años y más,2002,26,10359,PAN,19.45
Hombres,Panamá,Urbana,Total (15 años y más),2002,26,10359,PAN,75.47
Hombres,Panamá,Urbana,15 a 24 años,2002,26,10359,PAN,55.21
Hombres,Panamá,Urbana,25 a 34 años,2002,26,10359,PAN,95.34
Hombres,Panamá,Urbana,35 a 44 años,2002,26,10359,PAN,96.45
Hombres,Panamá,Urbana,45 a 59 años,2002,26,10359,PAN,87.14
Hombres,Panamá,Urbana,60 años y más,2002,26,10359,PAN,32.59
Mujeres,Panamá,Urbana,Total (15 años y más),2002,26,10359,PAN,49.1
Mujeres,Panamá,Urbana,15 a 24 años,2002,26,10359,PAN,35.9
Mujeres,Panamá,Urbana,25 a 34 años,2002,26,10359,PAN,68
Mujeres,Panamá,Urbana,35 a 44 años,2002,26,10359,PAN,66.37
Mujeres,Panamá,Urbana,45 a 59 años,2002,26,10359,PAN,53.7
Mujeres,Panamá,Urbana,60 años y más,2002,26,10359,PAN,8.83
Ambos sexos,Panamá,Rural,Total (15 años y más),2002,26,10359,PAN,59.41
Ambos sexos,Panamá,Rural,15 a 24 años,2002,26,10359,PAN,48.78
Ambos sexos,Panamá,Rural,25 a 34 años,2002,26,10359,PAN,67.9
Ambos sexos,Panamá,Rural,35 a 44 años,2002,26,10359,PAN,72.41
Ambos sexos,Panamá,Rural,45 a 59 años,2002,26,10359,PAN,64.8
Ambos sexos,Panamá,Rural,60 años y más,2002,26,10359,PAN,44.07
Hombres,Panamá,Rural,Total (15 años y más),2002,26,10359,PAN,84.25
Hombres,Panamá,Rural,15 a 24 años,2002,26,10359,PAN,71.23
Hombres,Panamá,Rural,25 a 34 años,2002,26,10359,PAN,96.35
Hombres,Panamá,Rural,35 a 44 años,2002,26,10359,PAN,96.52
Hombres,Panamá,Rural,45 a 59 años,2002,26,10359,PAN,92.88
Hombres,Panamá,Rural,60 años y más,2002,26,10359,PAN,66.29
Mujeres,Panamá,Rural,Total (15 años y más),2002,26,10359,PAN,31.03
Mujeres,Panamá,Rural,15 a 24 años,2002,26,10359,PAN,23.5
Mujeres,Panamá,Rural,25 a 34 años,2002,26,10359,PAN,39.07
Mujeres,Panamá,Rural,35 a 44 años,2002,26,10359,PAN,44.29
Mujeres,Panamá,Rural,45 a 59 años,2002,26,10359,PAN,30.9
Mujeres,Panamá,Rural,60 años y más,2002,26,10359,PAN,15.43
Ambos sexos,Panamá,Nacional,Total (15 años y más),2003,26,10359,PAN,61.53
Ambos sexos,Panamá,Nacional,15 a 24 años,2003,26,10359,PAN,48.08
Ambos sexos,Panamá,Nacional,25 a 34 años,2003,26,10359,PAN,76.62
Ambos sexos,Panamá,Nacional,35 a 44 años,2003,26,10359,PAN,78.17
Ambos sexos,Panamá,Nacional,45 a 59 años,2003,26,10359,PAN,68.92
Ambos sexos,Panamá,Nacional,60 años y más,2003,26,10359,PAN,29.64
Hombres,Panamá,Nacional,Total (15 años y más),2003,26,10359,PAN,78.83
Hombres,Panamá,Nacional,15 a 24 años,2003,26,10359,PAN,61.61
Hombres,Panamá,Nacional,25 a 34 años,2003,26,10359,PAN,96.14
Hombres,Panamá,Nacional,35 a 44 años,2003,26,10359,PAN,96.74
Hombres,Panamá,Nacional,45 a 59 años,2003,26,10359,PAN,89.27
Hombres,Panamá,Nacional,60 años y más,2003,26,10359,PAN,46.96
Mujeres,Panamá,Nacional,Total (15 años y más),2003,26,10359,PAN,44.46
Mujeres,Panamá,Nacional,15 a 24 años,2003,26,10359,PAN,33.94
Mujeres,Panamá,Nacional,25 a 34 años,2003,26,10359,PAN,58.2
