Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Ambos sexos,Paraguay,B2. Asalariados: No profesionales ni técnicos,2019,26,,PRY,11.7
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2004,26,8649,PER,11.7
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2006,26,8618,DOM,11.7
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2015,26,8618,DOM,11.7
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2000,26,,URY,11.7
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2007,26,,URY,11.7
Hombres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2009,26,,URY,11.7
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,,URY,11.7
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2004,26,,VEN,11.7
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2007,26,,VEN,11.7
Ambos sexos,Argentina,B2. Asalariados: No profesionales ni técnicos,2016,26,337,ARG,11.6
Hombres,Brasil,B. Microempresa: Total asalariados,2004,26,8608,BRA,11.6
Hombres,Brasil,B. Microempresa: Total asalariados,2011,26,8608,BRA,11.6
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2000,26,8612,CRI,11.6
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,8612,CRI,11.6
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2006,26,8612,CRI,11.6
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,8612,CRI,11.6
Mujeres,Costa Rica,C. Empleo doméstico,2006,26,8612,CRI,11.6
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2008,26,8612,CRI,11.6
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8613,CRI,11.6
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,8613,CRI,11.6
Mujeres,Ecuador,B. Microempresa: Total asalariados,2005,26,,ECU,11.6
Mujeres,El Salvador,B. Microempresa: Total asalariados,2018,26,,SLV,11.6
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2015,26,8615,HND,11.6
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2016,26,8618,DOM,11.6
Mujeres,República Dominicana,C. Empleo doméstico,2019,26,8619,DOM,11.6
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2002,26,,URY,11.6
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2003,26,,URY,11.6
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2009,26,,URY,11.6
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2005,26,,VEN,11.6
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2005,26,"8620,7764",,11.5
Mujeres,Argentina,C. Empleo doméstico,2002,26,923,ARG,11.5
Mujeres,Argentina,B. Microempresa: Total asalariados,2006,26,337,ARG,11.5
Mujeres,Argentina,B. Microempresa: Total asalariados,2008,26,337,ARG,11.5
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,337,ARG,11.5
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,337,ARG,11.5
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,337,ARG,11.5
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,337,ARG,11.5
Mujeres,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2002,26,,BOL,11.5
Hombres,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2015,26,,BOL,11.5
Hombres,Brasil,B. Microempresa: Total asalariados,2005,26,8608,BRA,11.5
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,8608,BRA,11.5
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8609,BRA,11.5
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2008,26,8611,COL,11.5
Hombres,Colombia,B. Microempresa: Total asalariados,2015,26,8611,COL,11.5
Hombres,Colombia,B. Microempresa: Total asalariados,2019,26,8611,COL,11.5
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2003,26,8612,CRI,11.5
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2005,26,8612,CRI,11.5
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2014,26,8613,CRI,11.5
Mujeres,Ecuador,C. Empleo doméstico,2005,26,,ECU,11.5
Hombres,Guatemala,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,,GTM,11.5
Ambos sexos,Honduras,B2. Asalariados: No profesionales ni técnicos,2010,26,355,HND,11.5
Mujeres,Panamá,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,10359,PAN,11.5
Mujeres,Paraguay,B. Microempresa: Total asalariados,2011,26,337,PRY,11.5
Mujeres,República Dominicana,C. Empleo doméstico,2005,26,8618,DOM,11.5
Mujeres,República Dominicana,C. Empleo doméstico,2006,26,8618,DOM,11.5
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2014,26,8618,DOM,11.5
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,URY,11.5
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2000,26,,VEN,11.5
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2013,26,"8620,7764",,11.4
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2018,26,"8620,7764",,11.4
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2007,26,"8620,7766",,11.4
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2008,26,"8620,7764",,11.4
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2010,26,"8620,7764",,11.4
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,337,ARG,11.4
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,337,ARG,11.4
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,337,ARG,11.4
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,337,ARG,11.4
Ambos sexos,Bolivia (Estado Plurinacional de),B2. Asalariados: No profesionales ni técnicos,2001,26,,BOL,11.4
Ambos sexos,Bolivia (Estado Plurinacional de),B2. Asalariados: No profesionales ni técnicos,2018,26,,BOL,11.4
Mujeres,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2019,26,,BOL,11.4
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2005,26,8608,BRA,11.4
Hombres,Brasil,B. Microempresa: Total asalariados,2009,26,8608,BRA,11.4
Hombres,Brasil,B. Microempresa: Total asalariados,2016,26,8609,BRA,11.4
Hombres,Brasil,B. Microempresa: Total asalariados,2018,26,8609,BRA,11.4
Hombres,Brasil,B. Microempresa: Total asalariados,2019,26,8609,BRA,11.4
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2010,26,8611,COL,11.4
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2011,26,8611,COL,11.4
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2012,26,8611,COL,11.4
Hombres,Colombia,B. Microempresa: Total asalariados,2016,26,8611,COL,11.4
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2005,26,8612,CRI,11.4
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2012,26,8613,CRI,11.4
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,8613,CRI,11.4
Mujeres,Ecuador,B. Microempresa: Total asalariados,2016,26,,ECU,11.4
Ambos sexos,Honduras,B. Microempresa: Total asalariados,2004,26,355,HND,11.4
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2010,26,355,HND,11.4
Mujeres,Paraguay,B. Microempresa: Total asalariados,2006,26,337,PRY,11.4
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2006,26,8649,PER,11.4
Mujeres,Perú,B. Microempresa: Total asalariados,2015,26,8649,PER,11.4
Mujeres,Perú,B. Microempresa: Total asalariados,2019,26,8649,PER,11.4
Hombres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2000,26,,URY,11.4
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2004,26,,URY,11.4
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2013,26,"8620,7764",,11.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2017,26,"8620,7764",,11.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2019,26,"8620,7764",,11.3
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2006,26,"8620,7764",,11.3
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2008,26,"8620,7764",,11.3
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,923,ARG,11.3
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,8608,BRA,11.3
Hombres,Brasil,B. Microempresa: Total asalariados,2006,26,8608,BRA,11.3
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8608,BRA,11.3
Hombres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,CHL,11.3
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,8612,CRI,11.3
Mujeres,Costa Rica,C. Empleo doméstico,2000,26,8612,CRI,11.3
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2002,26,8612,CRI,11.3
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2011,26,8613,CRI,11.3
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2015,26,8613,CRI,11.3
Mujeres,Perú,C. Empleo doméstico,2006,26,8649,PER,11.3
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2010,26,8618,DOM,11.3
Mujeres,Uruguay,B. Microempresa: Total asalariados,2003,26,,URY,11.3
Mujeres,Uruguay,B. Microempresa: Total asalariados,2008,26,,URY,11.3
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2010,26,,URY,11.3
Mujeres,Uruguay,B. Microempresa: Total asalariados,2010,26,,URY,11.3
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,,URY,11.3
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,,URY,11.3
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2006,26,,VEN,11.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2015,26,"8620,7764",,11.2
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2016,26,"8620,7764",,11.2
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2010,26,"8620,7764",,11.2
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2011,26,"8620,7764",,11.2
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2012,26,"8620,7764",,11.2
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2013,26,"8620,7764",,11.2
Mujeres,Argentina,B. Microempresa: Total asalariados,2010,26,337,ARG,11.2
Hombres,Brasil,B. Microempresa: Total asalariados,2007,26,8608,BRA,11.2
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8608,BRA,11.2
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8608,BRA,11.2
Mujeres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,,CHL,11.2
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2009,26,8611,COL,11.2
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2002,26,8612,CRI,11.2
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2004,26,8612,CRI,11.2
Ambos sexos,Costa Rica,B. Microempresa: Total asalariados,2009,26,8612,CRI,11.2
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8613,CRI,11.2
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2015,26,8613,CRI,11.2
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8613,CRI,11.2
Mujeres,Ecuador,B. Microempresa: Total asalariados,2008,26,,ECU,11.2
Mujeres,El Salvador,B. Microempresa: Total asalariados,2017,26,,SLV,11.2
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2011,26,355,HND,11.2
Hombres,México,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,MEX,11.2
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2008,26,8649,PER,11.2
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2013,26,8649,PER,11.2
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2007,26,8618,DOM,11.2
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2013,26,8618,DOM,11.2
Mujeres,República Dominicana,B. Microempresa: Total asalariados,2018,26,8619,DOM,11.2
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2001,26,,URY,11.2
Mujeres,Uruguay,B. Microempresa: Total asalariados,2007,26,,URY,11.2
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2008,26,,URY,11.2
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2014,26,"8620,7764",,11.1
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2014,26,"8620,7764",,11.1
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2009,26,"8620,7764",,11.1
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2000,26,923,ARG,11.1
Mujeres,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2018,26,,BOL,11.1
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,8608,BRA,11.1
Hombres,Brasil,B. Microempresa: Total asalariados,2008,26,8608,BRA,11.1
Hombres,Brasil,B. Microempresa: Total asalariados,2013,26,8608,BRA,11.1
Mujeres,Colombia,C. Empleo doméstico,2004,26,"8610,6442",COL,11.1
Hombres,Colombia,B. Microempresa: Total asalariados,2014,26,8611,COL,11.1
Hombres,Colombia,B. Microempresa: Total asalariados,2017,26,8611,COL,11.1
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2005,26,8612,CRI,11.1
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2008,26,8612,CRI,11.1
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2010,26,8613,CRI,11.1
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8613,CRI,11.1
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2017,26,8613,CRI,11.1
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,8613,CRI,11.1
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2017,26,8613,CRI,11.1
Mujeres,Ecuador,C. Empleo doméstico,2003,26,,ECU,11.1
Mujeres,Ecuador,B. Microempresa: Total asalariados,2009,26,,ECU,11.1
Mujeres,El Salvador,B. Microempresa: Total asalariados,2014,26,,SLV,11.1
Mujeres,El Salvador,B. Microempresa: Total asalariados,2019,26,,SLV,11.1
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2009,26,355,HND,11.1
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2003,26,8648,PER,11.1
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2014,26,8649,PER,11.1
Mujeres,Perú,B. Microempresa: Total asalariados,2016,26,8649,PER,11.1
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2005,26,8618,DOM,11.1
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2009,26,8618,DOM,11.1
Mujeres,República Dominicana,B. Microempresa: Total asalariados,2016,26,8618,DOM,11.1
Mujeres,República Dominicana,B. Microempresa: Total asalariados,2017,26,8619,DOM,11.1
Mujeres,República Dominicana,B2. Asalariados: No profesionales ni técnicos,2019,26,8619,DOM,11.1
Mujeres,Uruguay,B. Microempresa: Total asalariados,2000,26,,URY,11.1
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2009,26,,URY,11.1
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2000,26,,VEN,11.1
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2007,26,,VEN,11.1
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2012,26,"8620,7764",,11
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2015,26,"8620,7764",,11
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,337,ARG,11
Hombres,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2001,26,,BOL,11
Mujeres,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2014,26,,BOL,11
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2002,26,8608,BRA,11
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,8608,BRA,11
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2013,26,8611,COL,11
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2006,26,8612,CRI,11
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8612,CRI,11
Ambos sexos,Paraguay,C. Empleo doméstico,2005,26,337,PRY,11
Mujeres,Paraguay,B. Microempresa: Total asalariados,2015,26,337,PRY,11
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2005,26,8649,PER,11
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2000,26,,URY,11
Ambos sexos,Uruguay,B2. Asalariados: No profesionales ni técnicos,2002,26,,URY,11
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2016,26,"8620,7764",,10.9
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,337,ARG,10.9
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,337,ARG,10.9
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,337,ARG,10.9
Ambos sexos,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2004,26,,BOL,10.9
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2003,26,8608,BRA,10.9
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8608,BRA,10.9
Mujeres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,,CHL,10.9
Ambos sexos,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,CHL,10.9
Mujeres,Colombia,C. Empleo doméstico,2005,26,"8610,6442",COL,10.9
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2008,26,8611,COL,10.9
Hombres,Colombia,B. Microempresa: Total asalariados,2018,26,8611,COL,10.9
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2019,26,8611,COL,10.9
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2019,26,8611,COL,10.9
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2001,26,8612,CRI,10.9
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,8612,CRI,10.9
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2003,26,8612,CRI,10.9
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2013,26,8613,CRI,10.9
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8613,CRI,10.9
Mujeres,Ecuador,B. Microempresa: Total asalariados,2010,26,,ECU,10.9
Mujeres,Ecuador,B. Microempresa: Total asalariados,2013,26,,ECU,10.9
Ambos sexos,Honduras,B2. Asalariados: No profesionales ni técnicos,2001,26,355,HND,10.9
Mujeres,Panamá,D2. Trab. Indep. no calificados: Comercio y servicios,2001,26,10359,PAN,10.9
Mujeres,Uruguay,B. Microempresa: Total asalariados,2001,26,,URY,10.9
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,,URY,10.9
Ambos sexos,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,,URY,10.9
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2011,26,"8620,7764",,10.8
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2017,26,"8620,7764",,10.8
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2018,26,"8620,7764",,10.8
Ambos sexos,América Latina (promedio simple),B2. Asalariados: No profesionales ni técnicos,2009,26,"8620,7764",,10.8
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2007,26,337,ARG,10.8
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,337,ARG,10.8
Mujeres,Argentina,B. Microempresa: Total asalariados,2014,26,337,ARG,10.8
Mujeres,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2006,26,,BOL,10.8
Mujeres,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2008,26,,BOL,10.8
Ambos sexos,Bolivia (Estado Plurinacional de),B2. Asalariados: No profesionales ni técnicos,2013,26,,BOL,10.8
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8608,BRA,10.8
Mujeres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,,CHL,10.8
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2010,26,8611,COL,10.8
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2012,26,8611,COL,10.8
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2015,26,8611,COL,10.8
Mujeres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2000,26,8612,CRI,10.8
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2002,26,8612,CRI,10.8
Mujeres,Costa Rica,C. Empleo doméstico,2007,26,8612,CRI,10.8
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,8613,CRI,10.8
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8613,CRI,10.8
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8613,CRI,10.8
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2018,26,8613,CRI,10.8
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8613,CRI,10.8
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2019,26,8613,CRI,10.8
Mujeres,Ecuador,B2. Asalariados: No profesionales ni técnicos,2018,26,,ECU,10.8
Ambos sexos,Paraguay,C. Empleo doméstico,2003,26,9572,PRY,10.8
Ambos sexos,Paraguay,C. Empleo doméstico,2004,26,9572,PRY,10.8
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2007,26,8649,PER,10.8
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2003,26,8618,DOM,10.8
Mujeres,Uruguay,B. Microempresa: Total asalariados,2009,26,,URY,10.8
Mujeres,Argentina,B. Microempresa: Total asalariados,2004,26,337,ARG,10.7
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,337,ARG,10.7
Mujeres,Bolivia (Estado Plurinacional de),B2. Asalariados: No profesionales ni técnicos,2015,26,,BOL,10.7
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2001,26,8608,BRA,10.7
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2011,26,8608,BRA,10.7
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8608,BRA,10.7
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2017,26,8609,BRA,10.7
Mujeres,Chile,B. Microempresa: Total asalariados,2013,26,,CHL,10.7
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2009,26,8611,COL,10.7
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2011,26,8611,COL,10.7
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2015,26,8611,COL,10.7
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2016,26,8611,COL,10.7
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2016,26,8611,COL,10.7
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,8612,CRI,10.7
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,8613,CRI,10.7
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,8613,CRI,10.7
Mujeres,Ecuador,B. Microempresa: Total asalariados,2007,26,,ECU,10.7
Mujeres,Ecuador,B. Microempresa: Total asalariados,2014,26,,ECU,10.7
Mujeres,El Salvador,B. Microempresa: Total asalariados,2016,26,,SLV,10.7
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2001,26,355,HND,10.7
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2019,26,8615,HND,10.7
Mujeres,México,C. Empleo doméstico,2008,26,,MEX,10.7
Mujeres,Perú,C. Empleo doméstico,2004,26,8649,PER,10.7
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2011,26,8649,PER,10.7
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2003,26,,URY,10.7
Mujeres,Uruguay,B. Microempresa: Total asalariados,2004,26,,URY,10.7
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2010,26,,URY,10.7
Hombres,Uruguay,B. Microempresa: Total asalariados,2011,26,,URY,10.7
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2008,26,,VEN,10.7
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2014,26,,VEN,10.7
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2008,26,"8620,7764",,10.6
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2010,26,"8620,7764",,10.6
Mujeres,América Latina (promedio ponderado),C. Empleo doméstico,2019,26,"8620,7764",,10.6
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2005,26,"8620,7766",,10.6
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2011,26,"8620,7764",,10.6
Mujeres,Argentina,B. Microempresa: Total asalariados,2003,26,337,ARG,10.6
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,337,ARG,10.6
Mujeres,Argentina,B. Microempresa: Total asalariados,2013,26,337,ARG,10.6
Mujeres,Bolivia (Estado Plurinacional de),C. Empleo doméstico,2001,26,,BOL,10.6
Ambos sexos,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2016,26,,BOL,10.6
