País,Área geográfica,Servicios básicos_(EH),Años,id_fuente,ids_notas,iso3,valor
Costa Rica,Nacional,Electricidad,2016,26,8613,CRI,99.3
Costa Rica,Rural,Agua,2016,26,8613,CRI,98.2
Costa Rica,Rural,Desague,2016,26,8613,CRI,94.9
Costa Rica,Rural,Electricidad,2016,26,8613,CRI,98.3
Costa Rica,Urbana,Agua,2016,26,8613,CRI,99.8
Costa Rica,Urbana,Desague,2016,26,8613,CRI,28.7
Costa Rica,Urbana,Electricidad,2016,26,8613,CRI,99.7
Costa Rica,Nacional,Agua,2017,26,8613,CRI,99.4
Costa Rica,Nacional,Desague,2017,26,8613,CRI,48.8
Costa Rica,Nacional,Electricidad,2017,26,8613,CRI,99.4
Costa Rica,Rural,Agua,2017,26,8613,CRI,98.7
Costa Rica,Rural,Desague,2017,26,8613,CRI,96.2
Costa Rica,Rural,Electricidad,2017,26,8613,CRI,98.5
Costa Rica,Urbana,Agua,2017,26,8613,CRI,99.7
Costa Rica,Urbana,Desague,2017,26,8613,CRI,30.8
Costa Rica,Urbana,Electricidad,2017,26,8613,CRI,99.7
Costa Rica,Nacional,Agua,2018,26,8613,CRI,99.4
Costa Rica,Nacional,Desague,2018,26,8613,CRI,48
Costa Rica,Nacional,Electricidad,2018,26,8613,CRI,99.5
Costa Rica,Rural,Agua,2018,26,8613,CRI,98.9
Costa Rica,Rural,Desague,2018,26,8613,CRI,96.5
Costa Rica,Rural,Electricidad,2018,26,8613,CRI,98.5
Costa Rica,Urbana,Agua,2018,26,8613,CRI,99.6
Costa Rica,Urbana,Desague,2018,26,8613,CRI,29.6
Costa Rica,Urbana,Electricidad,2018,26,8613,CRI,99.8
Costa Rica,Nacional,Agua,2019,26,8613,CRI,99.4
Costa Rica,Nacional,Desague,2019,26,8613,CRI,47.8
Costa Rica,Nacional,Electricidad,2019,26,8613,CRI,99.6
Costa Rica,Rural,Agua,2019,26,8613,CRI,98.6
Costa Rica,Rural,Desague,2019,26,8613,CRI,97.3
Costa Rica,Rural,Electricidad,2019,26,8613,CRI,98.8
Costa Rica,Urbana,Agua,2019,26,8613,CRI,99.7
Costa Rica,Urbana,Desague,2019,26,8613,CRI,29
Costa Rica,Urbana,Electricidad,2019,26,8613,CRI,99.8
Ecuador,Nacional,Agua,2001,26,,ECU,77.6
Ecuador,Nacional,Desague,2001,26,,ECU,50
Ecuador,Nacional,Electricidad,2001,26,,ECU,92.2
Ecuador,Rural,Agua,2001,26,,ECU,61.5
Ecuador,Rural,Desague,2001,26,,ECU,14.1
Ecuador,Rural,Electricidad,2001,26,,ECU,82.2
Ecuador,Urbana,Agua,2001,26,,ECU,85.7
Ecuador,Urbana,Desague,2001,26,,ECU,67.9
Ecuador,Urbana,Electricidad,2001,26,,ECU,97.2
Ecuador,Nacional,Agua,2003,26,,ECU,75.6
Ecuador,Nacional,Desague,2003,26,,ECU,57.7
Ecuador,Nacional,Electricidad,2003,26,,ECU,93.1
Ecuador,Rural,Agua,2003,26,,ECU,56.4
Ecuador,Rural,Desague,2003,26,,ECU,37.3
Ecuador,Rural,Electricidad,2003,26,,ECU,84.9
Ecuador,Urbana,Agua,2003,26,,ECU,84.7
Ecuador,Urbana,Desague,2003,26,,ECU,67.4
Ecuador,Urbana,Electricidad,2003,26,,ECU,97
Ecuador,Nacional,Agua,2005,26,,ECU,76.7
Ecuador,Nacional,Desague,2005,26,,ECU,61.1
Ecuador,Nacional,Electricidad,2005,26,,ECU,95
Ecuador,Rural,Agua,2005,26,,ECU,51.8
Ecuador,Rural,Desague,2005,26,,ECU,38
Ecuador,Rural,Electricidad,2005,26,,ECU,86.5
Ecuador,Urbana,Agua,2005,26,,ECU,88.4
Ecuador,Urbana,Desague,2005,26,,ECU,72
Ecuador,Urbana,Electricidad,2005,26,,ECU,99.1
Ecuador,Nacional,Agua,2006,26,,ECU,79.5
Ecuador,Nacional,Desague,2006,26,,ECU,60.7
Ecuador,Nacional,Electricidad,2006,26,,ECU,95.1
Ecuador,Rural,Agua,2006,26,,ECU,59.1
Ecuador,Rural,Desague,2006,26,,ECU,38.9
Ecuador,Rural,Electricidad,2006,26,,ECU,88.5
Ecuador,Urbana,Agua,2006,26,,ECU,89.1
Ecuador,Urbana,Desague,2006,26,,ECU,70.9
Ecuador,Urbana,Electricidad,2006,26,,ECU,98.3
Ecuador,Nacional,Agua,2007,26,,ECU,81.5
Ecuador,Nacional,Desague,2007,26,,ECU,63.5
Ecuador,Nacional,Electricidad,2007,26,,ECU,95.5
Ecuador,Rural,Agua,2007,26,,ECU,62.2
Ecuador,Rural,Desague,2007,26,,ECU,41.1
Ecuador,Rural,Electricidad,2007,26,,ECU,89.7
Ecuador,Urbana,Agua,2007,26,,ECU,90.4
Ecuador,Urbana,Desague,2007,26,,ECU,73.8
Ecuador,Urbana,Electricidad,2007,26,,ECU,98.3
Ecuador,Nacional,Agua,2008,26,,ECU,80.7
Ecuador,Nacional,Desague,2008,26,,ECU,67.9
Ecuador,Nacional,Electricidad,2008,26,,ECU,95.5
Ecuador,Rural,Agua,2008,26,,ECU,63.2
Ecuador,Rural,Desague,2008,26,,ECU,49.9
Ecuador,Rural,Electricidad,2008,26,,ECU,90.4
Ecuador,Urbana,Agua,2008,26,,ECU,88.9
Ecuador,Urbana,Desague,2008,26,,ECU,76.4
Ecuador,Urbana,Electricidad,2008,26,,ECU,97.9
Ecuador,Nacional,Agua,2009,26,,ECU,79.3
Ecuador,Nacional,Desague,2009,26,,ECU,68.9
Ecuador,Nacional,Electricidad,2009,26,,ECU,94.1
Ecuador,Rural,Agua,2009,26,,ECU,63.5
Ecuador,Rural,Desague,2009,26,,ECU,52.8
Ecuador,Rural,Electricidad,2009,26,,ECU,89.7
Ecuador,Urbana,Agua,2009,26,,ECU,86.7
Ecuador,Urbana,Desague,2009,26,,ECU,76.6
Ecuador,Urbana,Electricidad,2009,26,,ECU,96.2
Ecuador,Nacional,Agua,2010,26,,ECU,72.9
Ecuador,Nacional,Desague,2010,26,,ECU,70.2
Ecuador,Nacional,Electricidad,2010,26,,ECU,95.5
Ecuador,Rural,Agua,2010,26,,ECU,37.5
Ecuador,Rural,Desague,2010,26,,ECU,54
Ecuador,Rural,Electricidad,2010,26,,ECU,91.3
Ecuador,Urbana,Agua,2010,26,,ECU,89.5
Ecuador,Urbana,Desague,2010,26,,ECU,77.7
Ecuador,Urbana,Electricidad,2010,26,,ECU,97.4
Ecuador,Nacional,Agua,2011,26,,ECU,79.4
Ecuador,Nacional,Desague,2011,26,,ECU,75.7
Ecuador,Nacional,Electricidad,2011,26,,ECU,95.5
Ecuador,Rural,Agua,2011,26,,ECU,54
Ecuador,Rural,Desague,2011,26,,ECU,54.6
Ecuador,Rural,Electricidad,2011,26,,ECU,89.9
Ecuador,Urbana,Agua,2011,26,,ECU,92.4
Ecuador,Urbana,Desague,2011,26,,ECU,86.4
Ecuador,Urbana,Electricidad,2011,26,,ECU,98.4
Ecuador,Nacional,Agua,2012,26,,ECU,81.6
Ecuador,Nacional,Desague,2012,26,,ECU,78.6
Ecuador,Nacional,Electricidad,2012,26,,ECU,95.8
Ecuador,Rural,Agua,2012,26,,ECU,57.6
Ecuador,Rural,Desague,2012,26,,ECU,59.9
Ecuador,Rural,Electricidad,2012,26,,ECU,90.7
Ecuador,Urbana,Agua,2012,26,,ECU,93.7
Ecuador,Urbana,Desague,2012,26,,ECU,88
Ecuador,Urbana,Electricidad,2012,26,,ECU,98.3
Ecuador,Nacional,Agua,2013,26,,ECU,82.3
Ecuador,Nacional,Desague,2013,26,,ECU,75
Ecuador,Nacional,Electricidad,2013,26,,ECU,97
Ecuador,Rural,Agua,2013,26,,ECU,61.3
Ecuador,Rural,Desague,2013,26,,ECU,63.4
Ecuador,Rural,Electricidad,2013,26,,ECU,93.7
Ecuador,Urbana,Agua,2013,26,,ECU,92
Ecuador,Urbana,Desague,2013,26,,ECU,80.2
Ecuador,Urbana,Electricidad,2013,26,,ECU,98.5
Ecuador,Nacional,Agua,2014,26,,ECU,85.5
Ecuador,Nacional,Desague,2014,26,,ECU,75.8
Ecuador,Nacional,Electricidad,2014,26,,ECU,97.9
Ecuador,Rural,Agua,2014,26,,ECU,67.5
Ecuador,Rural,Desague,2014,26,,ECU,71.9
Ecuador,Rural,Electricidad,2014,26,,ECU,96.2
Ecuador,Urbana,Agua,2014,26,,ECU,93.4
Ecuador,Urbana,Desague,2014,26,,ECU,77.5
Ecuador,Urbana,Electricidad,2014,26,,ECU,98.6
Ecuador,Nacional,Agua,2015,26,,ECU,87.6
Ecuador,Nacional,Desague,2015,26,,ECU,78
Ecuador,Nacional,Electricidad,2015,26,,ECU,97.8
Ecuador,Rural,Agua,2015,26,,ECU,70.9
Ecuador,Rural,Desague,2015,26,,ECU,72.2
Ecuador,Rural,Electricidad,2015,26,,ECU,95.1
Ecuador,Urbana,Agua,2015,26,,ECU,94.8
Ecuador,Urbana,Desague,2015,26,,ECU,80.5
Ecuador,Urbana,Electricidad,2015,26,,ECU,98.9
Ecuador,Nacional,Agua,2016,26,,ECU,88.6
Ecuador,Nacional,Desague,2016,26,,ECU,77.6
Ecuador,Nacional,Electricidad,2016,26,,ECU,98.3
Ecuador,Rural,Agua,2016,26,,ECU,75.2
Ecuador,Rural,Desague,2016,26,,ECU,73.1
Ecuador,Rural,Electricidad,2016,26,,ECU,95.5
Ecuador,Urbana,Agua,2016,26,,ECU,94.4
Ecuador,Urbana,Desague,2016,26,,ECU,79.6
Ecuador,Urbana,Electricidad,2016,26,,ECU,99.6
Ecuador,Nacional,Agua,2017,26,,ECU,87.8
Ecuador,Nacional,Desague,2017,26,,ECU,78.7
Ecuador,Nacional,Electricidad,2017,26,,ECU,98.1
Ecuador,Rural,Agua,2017,26,,ECU,70.8
Ecuador,Rural,Desague,2017,26,,ECU,71
Ecuador,Rural,Electricidad,2017,26,,ECU,95.7
Ecuador,Urbana,Agua,2017,26,,ECU,95.1
Ecuador,Urbana,Desague,2017,26,,ECU,82.1
Ecuador,Urbana,Electricidad,2017,26,,ECU,99.1
Ecuador,Nacional,Agua,2018,26,,ECU,85.9
Ecuador,Nacional,Desague,2018,26,,ECU,79.4
Ecuador,Nacional,Electricidad,2018,26,,ECU,98.1
Ecuador,Rural,Agua,2018,26,,ECU,67.4
Ecuador,Rural,Desague,2018,26,,ECU,72.1
Ecuador,Rural,Electricidad,2018,26,,ECU,95.7
Ecuador,Urbana,Agua,2018,26,,ECU,93.9
Ecuador,Urbana,Desague,2018,26,,ECU,82.6
Ecuador,Urbana,Electricidad,2018,26,,ECU,99.1
Ecuador,Nacional,Agua,2019,26,,ECU,87
Ecuador,Nacional,Desague,2019,26,,ECU,81
Ecuador,Nacional,Electricidad,2019,26,,ECU,97.7
Ecuador,Rural,Agua,2019,26,,ECU,67.4
Ecuador,Rural,Desague,2019,26,,ECU,73.6
Ecuador,Rural,Electricidad,2019,26,,ECU,95.5
Ecuador,Urbana,Agua,2019,26,,ECU,95.3
Ecuador,Urbana,Desague,2019,26,,ECU,84.1
Ecuador,Urbana,Electricidad,2019,26,,ECU,98.7
El Salvador,Nacional,Agua,2000,26,,SLV,64.8
El Salvador,Nacional,Desague,2000,26,,SLV,42.4
El Salvador,Nacional,Electricidad,2000,26,,SLV,80.1
El Salvador,Rural,Agua,2000,26,,SLV,42.1
El Salvador,Rural,Desague,2000,26,,SLV,5.6
El Salvador,Rural,Electricidad,2000,26,,SLV,59.1
El Salvador,Urbana,Agua,2000,26,,SLV,78.4
El Salvador,Urbana,Desague,2000,26,,SLV,64.4
El Salvador,Urbana,Electricidad,2000,26,,SLV,92.6
El Salvador,Nacional,Agua,2001,26,,SLV,68.2
El Salvador,Nacional,Desague,2001,26,,SLV,44.7
El Salvador,Nacional,Electricidad,2001,26,,SLV,82.1
El Salvador,Rural,Agua,2001,26,,SLV,47.1
El Salvador,Rural,Desague,2001,26,,SLV,7.3
El Salvador,Rural,Electricidad,2001,26,,SLV,63.1
El Salvador,Urbana,Agua,2001,26,,SLV,80.7
El Salvador,Urbana,Desague,2001,26,,SLV,66.8
El Salvador,Urbana,Electricidad,2001,26,,SLV,93.4
El Salvador,Nacional,Agua,2002,26,,SLV,69
El Salvador,Nacional,Desague,2002,26,,SLV,44.1
El Salvador,Nacional,Electricidad,2002,26,,SLV,82.1
El Salvador,Rural,Agua,2002,26,,SLV,46.3
El Salvador,Rural,Desague,2002,26,,SLV,6.2
El Salvador,Rural,Electricidad,2002,26,,SLV,63.4
El Salvador,Urbana,Agua,2002,26,,SLV,82.3
El Salvador,Urbana,Desague,2002,26,,SLV,66.5
El Salvador,Urbana,Electricidad,2002,26,,SLV,93.2
El Salvador,Nacional,Agua,2003,26,,SLV,68.1
El Salvador,Nacional,Desague,2003,26,,SLV,43.5
El Salvador,Nacional,Electricidad,2003,26,,SLV,79
El Salvador,Rural,Agua,2003,26,,SLV,49.1
El Salvador,Rural,Desague,2003,26,,SLV,9.7
El Salvador,Rural,Electricidad,2003,26,,SLV,59.7
El Salvador,Urbana,Agua,2003,26,,SLV,79.5
El Salvador,Urbana,Desague,2003,26,,SLV,64
El Salvador,Urbana,Electricidad,2003,26,,SLV,90.6
El Salvador,Nacional,Agua,2004,26,,SLV,67.9
El Salvador,Nacional,Desague,2004,26,,SLV,42.2
El Salvador,Nacional,Electricidad,2004,26,,SLV,79.6
El Salvador,Rural,Agua,2004,26,,SLV,46
El Salvador,Rural,Desague,2004,26,,SLV,8.4
El Salvador,Rural,Electricidad,2004,26,,SLV,60.8
El Salvador,Urbana,Agua,2004,26,,SLV,80.9
El Salvador,Urbana,Desague,2004,26,,SLV,62.1
El Salvador,Urbana,Electricidad,2004,26,,SLV,90.7
El Salvador,Nacional,Agua,2005,26,,SLV,68.8
El Salvador,Nacional,Desague,2005,26,,SLV,43.7
El Salvador,Nacional,Electricidad,2005,26,,SLV,79.4
El Salvador,Rural,Agua,2005,26,,SLV,46.9
El Salvador,Rural,Desague,2005,26,,SLV,10.7
El Salvador,Rural,Electricidad,2005,26,,SLV,60.7
El Salvador,Urbana,Agua,2005,26,,SLV,81.6
El Salvador,Urbana,Desague,2005,26,,SLV,63
El Salvador,Urbana,Electricidad,2005,26,,SLV,90.3
El Salvador,Nacional,Agua,2006,26,,SLV,72.1
El Salvador,Nacional,Desague,2006,26,,SLV,43.2
El Salvador,Nacional,Electricidad,2006,26,,SLV,81
El Salvador,Rural,Agua,2006,26,,SLV,49.7
El Salvador,Rural,Desague,2006,26,,SLV,11.7
El Salvador,Rural,Electricidad,2006,26,,SLV,63.1
El Salvador,Urbana,Agua,2006,26,,SLV,85.4
El Salvador,Urbana,Desague,2006,26,,SLV,61.8
El Salvador,Urbana,Electricidad,2006,26,,SLV,91.5
El Salvador,Nacional,Agua,2007,26,,SLV,75.7
El Salvador,Nacional,Desague,2007,26,,SLV,44
El Salvador,Nacional,Electricidad,2007,26,,SLV,83.2
El Salvador,Rural,Agua,2007,26,,SLV,55.3
El Salvador,Rural,Desague,2007,26,,SLV,13.7
El Salvador,Rural,Electricidad,2007,26,,SLV,67.1
El Salvador,Urbana,Agua,2007,26,,SLV,86.2
El Salvador,Urbana,Desague,2007,26,,SLV,59.6
El Salvador,Urbana,Electricidad,2007,26,,SLV,91.4
El Salvador,Nacional,Agua,2009,26,,SLV,62.9
El Salvador,Nacional,Desague,2009,26,,SLV,43.9
El Salvador,Nacional,Electricidad,2009,26,,SLV,80.8
El Salvador,Rural,Agua,2009,26,,SLV,48.4
El Salvador,Rural,Desague,2009,26,,SLV,13.4
El Salvador,Rural,Electricidad,2009,26,,SLV,64.1
El Salvador,Urbana,Agua,2009,26,,SLV,70.3
El Salvador,Urbana,Desague,2009,26,,SLV,57.8
El Salvador,Urbana,Electricidad,2009,26,,SLV,89.3
El Salvador,Nacional,Agua,2010,26,,SLV,63.4
El Salvador,Nacional,Desague,2010,26,,SLV,44.9
El Salvador,Nacional,Electricidad,2010,26,,SLV,80.8
El Salvador,Rural,Agua,2010,26,,SLV,50
El Salvador,Rural,Desague,2010,26,,SLV,14
El Salvador,Rural,Electricidad,2010,26,,SLV,65.4
El Salvador,Urbana,Agua,2010,26,,SLV,70.4
El Salvador,Urbana,Desague,2010,26,,SLV,59.5
El Salvador,Urbana,Electricidad,2010,26,,SLV,88.9
El Salvador,Nacional,Agua,2012,26,,SLV,65.7
El Salvador,Nacional,Desague,2012,26,,SLV,46.1
El Salvador,Nacional,Electricidad,2012,26,,SLV,83.4
El Salvador,Rural,Agua,2012,26,,SLV,56.1
El Salvador,Rural,Desague,2012,26,,SLV,16.1
El Salvador,Rural,Electricidad,2012,26,,SLV,69.5
El Salvador,Urbana,Agua,2012,26,,SLV,70.6
El Salvador,Urbana,Desague,2012,26,,SLV,60.3
El Salvador,Urbana,Electricidad,2012,26,,SLV,90.7
El Salvador,Nacional,Agua,2013,26,,SLV,66.7
El Salvador,Nacional,Desague,2013,26,,SLV,45.6
El Salvador,Nacional,Electricidad,2013,26,,SLV,83.9
El Salvador,Rural,Agua,2013,26,,SLV,58.9
El Salvador,Rural,Desague,2013,26,,SLV,17.1
El Salvador,Rural,Electricidad,2013,26,,SLV,73.1
El Salvador,Urbana,Agua,2013,26,,SLV,71
El Salvador,Urbana,Desague,2013,26,,SLV,59.9
El Salvador,Urbana,Electricidad,2013,26,,SLV,89.8
El Salvador,Nacional,Agua,2014,26,,SLV,66.4
El Salvador,Nacional,Desague,2014,26,,SLV,45
El Salvador,Nacional,Electricidad,2014,26,,SLV,84
El Salvador,Rural,Agua,2014,26,,SLV,59.1
El Salvador,Rural,Desague,2014,26,,SLV,17
El Salvador,Rural,Electricidad,2014,26,,SLV,73.2
El Salvador,Urbana,Agua,2014,26,,SLV,70.4
El Salvador,Urbana,Desague,2014,26,,SLV,59.4
El Salvador,Urbana,Electricidad,2014,26,,SLV,89.8
El Salvador,Nacional,Agua,2015,26,,SLV,67.2
El Salvador,Nacional,Desague,2015,26,,SLV,45.3
El Salvador,Nacional,Electricidad,2015,26,,SLV,84.7
El Salvador,Rural,Agua,2015,26,,SLV,61.3
El Salvador,Rural,Desague,2015,26,,SLV,18.2
El Salvador,Rural,Electricidad,2015,26,,SLV,74.3
El Salvador,Urbana,Agua,2015,26,,SLV,70.5
El Salvador,Urbana,Desague,2015,26,,SLV,59.5
El Salvador,Urbana,Electricidad,2015,26,,SLV,90.4
El Salvador,Nacional,Agua,2016,26,,SLV,68.3
El Salvador,Nacional,Desague,2016,26,,SLV,45.8
El Salvador,Nacional,Electricidad,2016,26,,SLV,85.6
El Salvador,Rural,Agua,2016,26,,SLV,63
El Salvador,Rural,Desague,2016,26,,SLV,20
El Salvador,Rural,Electricidad,2016,26,,SLV,75.1
El Salvador,Urbana,Agua,2016,26,,SLV,71.4
El Salvador,Urbana,Desague,2016,26,,SLV,59.8
El Salvador,Urbana,Electricidad,2016,26,,SLV,91.6
El Salvador,Nacional,Agua,2017,26,,SLV,68.2
El Salvador,Nacional,Desague,2017,26,,SLV,43.9
El Salvador,Nacional,Electricidad,2017,26,,SLV,86.3
El Salvador,Rural,Agua,2017,26,,SLV,64.4
El Salvador,Rural,Desague,2017,26,,SLV,21.3
El Salvador,Rural,Electricidad,2017,26,,SLV,77.1
El Salvador,Urbana,Agua,2017,26,,SLV,70.5
El Salvador,Urbana,Desague,2017,26,,SLV,57.1
El Salvador,Urbana,Electricidad,2017,26,,SLV,92
El Salvador,Nacional,Agua,2018,26,,SLV,70.7
El Salvador,Nacional,Desague,2018,26,,SLV,47.1
El Salvador,Nacional,Electricidad,2018,26,,SLV,87.3
El Salvador,Rural,Agua,2018,26,,SLV,65.5
El Salvador,Rural,Desague,2018,26,,SLV,23.5
El Salvador,Rural,Electricidad,2018,26,,SLV,78.1
El Salvador,Urbana,Agua,2018,26,,SLV,73.8
El Salvador,Urbana,Desague,2018,26,,SLV,60.3
El Salvador,Urbana,Electricidad,2018,26,,SLV,92.7
El Salvador,Nacional,Agua,2019,26,,SLV,70.4
El Salvador,Nacional,Desague,2019,26,,SLV,47.1
El Salvador,Nacional,Electricidad,2019,26,,SLV,87.7
El Salvador,Rural,Agua,2019,26,,SLV,66.7
El Salvador,Rural,Desague,2019,26,,SLV,25.8
El Salvador,Rural,Electricidad,2019,26,,SLV,79.7
El Salvador,Urbana,Agua,2019,26,,SLV,72.5
El Salvador,Urbana,Desague,2019,26,,SLV,59.2
El Salvador,Urbana,Electricidad,2019,26,,SLV,92.3
Guatemala,Nacional,Agua,2000,26,,GTM,81.8
Guatemala,Nacional,Desague,2000,26,,GTM,32.1
Guatemala,Nacional,Electricidad,2000,26,,GTM,73.3
Guatemala,Rural,Agua,2000,26,,GTM,76.9
Guatemala,Rural,Desague,2000,26,,GTM,8.1
Guatemala,Rural,Electricidad,2000,26,,GTM,56.4
Guatemala,Urbana,Agua,2000,26,,GTM,88.1
Guatemala,Urbana,Desague,2000,26,,GTM,63.4
Guatemala,Urbana,Electricidad,2000,26,,GTM,95.4
Guatemala,Nacional,Agua,2006,26,,GTM,78.2
Guatemala,Nacional,Desague,2006,26,,GTM,43.9
Guatemala,Nacional,Electricidad,2006,26,,GTM,81.8
Guatemala,Rural,Agua,2006,26,,GTM,78.3
Guatemala,Rural,Desague,2006,26,,GTM,15.4
Guatemala,Rural,Electricidad,2006,26,,GTM,68
Guatemala,Urbana,Agua,2006,26,,GTM,78
Guatemala,Urbana,Desague,2006,26,,GTM,68.4
Guatemala,Urbana,Electricidad,2006,26,,GTM,93.7
Guatemala,Nacional,Agua,2014,26,,GTM,78
Guatemala,Nacional,Desague,2014,26,,GTM,47.3
Guatemala,Nacional,Electricidad,2014,26,,GTM,85.5
Guatemala,Rural,Agua,2014,26,,GTM,79.8
Guatemala,Rural,Desague,2014,26,,GTM,19.8
Guatemala,Rural,Electricidad,2014,26,,GTM,74.8
Guatemala,Urbana,Agua,2014,26,,GTM,76.5
Guatemala,Urbana,Desague,2014,26,,GTM,70.4
Guatemala,Urbana,Electricidad,2014,26,,GTM,94.4
Honduras,Nacional,Agua,2001,26,355,HND,81.7
Honduras,Nacional,Desague,2001,26,355,HND,44.6
Honduras,Nacional,Electricidad,2001,26,355,HND,71.4
Honduras,Rural,Agua,2001,26,355,HND,82.3
Honduras,Rural,Desague,2001,26,355,HND,30.4
Honduras,Rural,Electricidad,2001,26,355,HND,46.7
Honduras,Urbana,Agua,2001,26,355,HND,81.2
Honduras,Urbana,Desague,2001,26,355,HND,59
Honduras,Urbana,Electricidad,2001,26,355,HND,96.3
Honduras,Nacional,Agua,2004,26,355,HND,81.2
Honduras,Nacional,Desague,2004,26,355,HND,43.2
Honduras,Nacional,Electricidad,2004,26,355,HND,66
Honduras,Rural,Agua,2004,26,355,HND,73.7
Honduras,Rural,Desague,2004,26,355,HND,22.1
Honduras,Rural,Electricidad,2004,26,355,HND,38.4
Honduras,Urbana,Agua,2004,26,355,HND,89.1
Honduras,Urbana,Desague,2004,26,355,HND,60.2
Honduras,Urbana,Electricidad,2004,26,355,HND,95.4
Honduras,Nacional,Agua,2005,26,355,HND,83.5
Honduras,Nacional,Desague,2005,26,355,HND,43
Honduras,Nacional,Electricidad,2005,26,355,HND,67.4
Honduras,Rural,Agua,2005,26,355,HND,76.9
Honduras,Rural,Desague,2005,26,355,HND,25.8
Honduras,Rural,Electricidad,2005,26,355,HND,39.9
Honduras,Urbana,Agua,2005,26,355,HND,90.2
Honduras,Urbana,Desague,2005,26,355,HND,56.3
Honduras,Urbana,Electricidad,2005,26,355,HND,95.5
Honduras,Nacional,Agua,2009,26,355,HND,84.7
Honduras,Nacional,Desague,2009,26,355,HND,42.4
Honduras,Nacional,Electricidad,2009,26,355,HND,76.2
Honduras,Rural,Agua,2009,26,355,HND,75.2
Honduras,Rural,Desague,2009,26,355,HND,20.8
Honduras,Rural,Electricidad,2009,26,355,HND,55.4
Honduras,Urbana,Agua,2009,26,355,HND,94.6
Honduras,Urbana,Desague,2009,26,355,HND,64.7
Honduras,Urbana,Electricidad,2009,26,355,HND,97.7
Honduras,Nacional,Agua,2010,26,355,HND,84.7
Honduras,Nacional,Desague,2010,26,355,HND,49.7
Honduras,Nacional,Electricidad,2010,26,355,HND,79.2
Honduras,Rural,Agua,2010,26,355,HND,75.7
Honduras,Rural,Desague,2010,26,355,HND,30.2
Honduras,Rural,Electricidad,2010,26,355,HND,60.4
Honduras,Urbana,Agua,2010,26,355,HND,94
Honduras,Urbana,Desague,2010,26,355,HND,67
Honduras,Urbana,Electricidad,2010,26,355,HND,98.7
Honduras,Nacional,Agua,2011,26,355,HND,84
Honduras,Nacional,Desague,2011,26,355,HND,51.9
Honduras,Nacional,Electricidad,2011,26,355,HND,79.9
Honduras,Rural,Agua,2011,26,355,HND,74.6
Honduras,Rural,Desague,2011,26,355,HND,30.4
Honduras,Rural,Electricidad,2011,26,355,HND,61.6
Honduras,Urbana,Agua,2011,26,355,HND,93.6
Honduras,Urbana,Desague,2011,26,355,HND,70.8
Honduras,Urbana,Electricidad,2011,26,355,HND,98.8
Honduras,Nacional,Agua,2012,26,355,HND,84.8
Honduras,Nacional,Desague,2012,26,355,HND,50.9
Honduras,Nacional,Electricidad,2012,26,355,HND,80.6
Honduras,Rural,Agua,2012,26,355,HND,76.3
Honduras,Rural,Desague,2012,26,355,HND,29.5
Honduras,Rural,Electricidad,2012,26,355,HND,63.6
Honduras,Urbana,Agua,2012,26,355,HND,93.7
Honduras,Urbana,Desague,2012,26,355,HND,69.6
Honduras,Urbana,Electricidad,2012,26,355,HND,98.2
Honduras,Nacional,Agua,2013,26,355,HND,84.9
Honduras,Nacional,Desague,2013,26,355,HND,51.1
Honduras,Nacional,Electricidad,2013,26,355,HND,82.8
Honduras,Rural,Agua,2013,26,355,HND,75.4
Honduras,Rural,Desague,2013,26,355,HND,31.7
Honduras,Rural,Electricidad,2013,26,355,HND,67.2
Honduras,Urbana,Agua,2013,26,355,HND,94.8
Honduras,Urbana,Desague,2013,26,355,HND,68.4
Honduras,Urbana,Electricidad,2013,26,355,HND,98.8
Honduras,Nacional,Agua,2014,26,8615,HND,84.5
Honduras,Nacional,Desague,2014,26,8615,HND,55.5
Honduras,Nacional,Electricidad,2014,26,8615,HND,86.6
Honduras,Rural,Agua,2014,26,8615,HND,74.8
Honduras,Rural,Desague,2014,26,8615,HND,37.5
Honduras,Rural,Electricidad,2014,26,8615,HND,72.2
Honduras,Urbana,Agua,2014,26,8615,HND,92.4
Honduras,Urbana,Desague,2014,26,8615,HND,68.1
Honduras,Urbana,Electricidad,2014,26,8615,HND,98.4
Honduras,Nacional,Agua,2015,26,8615,HND,84.1
Honduras,Nacional,Desague,2015,26,8615,HND,51.1
Honduras,Nacional,Electricidad,2015,26,8615,HND,87.5
Honduras,Rural,Agua,2015,26,8615,HND,75
Honduras,Rural,Desague,2015,26,8615,HND,36.3
Honduras,Rural,Electricidad,2015,26,8615,HND,73.2
Honduras,Urbana,Agua,2015,26,8615,HND,91.2
Honduras,Urbana,Desague,2015,26,8615,HND,61.1
Honduras,Urbana,Electricidad,2015,26,8615,HND,98.4
Honduras,Nacional,Agua,2016,26,8615,HND,86
Honduras,Nacional,Desague,2016,26,8615,HND,55.9
Honduras,Nacional,Electricidad,2016,26,8615,HND,88.4
Honduras,Rural,Agua,2016,26,8615,HND,79.4
Honduras,Rural,Desague,2016,26,8615,HND,42.5
Honduras,Rural,Electricidad,2016,26,8615,HND,74.7
Honduras,Urbana,Agua,2016,26,8615,HND,91.1
Honduras,Urbana,Desague,2016,26,8615,HND,65
Honduras,Urbana,Electricidad,2016,26,8615,HND,99
Honduras,Nacional,Agua,2018,26,8615,HND,86
Honduras,Nacional,Desague,2018,26,8615,HND,52.2
Honduras,Nacional,Electricidad,2018,26,8615,HND,88
