Sexo,País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Hombres,Ecuador,Rural,13 años y más,2007,26,,ECU,4.5
Mujeres,Ecuador,Rural,13 años y más,2007,26,,ECU,4.6
Ambos sexos,Ecuador,Rural,6 a 9 años,2007,26,,ECU,49.6
Hombres,Ecuador,Rural,6 a 9 años,2007,26,,ECU,52.2
Mujeres,Ecuador,Rural,6 a 9 años,2007,26,,ECU,47
Ambos sexos,Ecuador,Urbana,0 a 5 años,2007,26,,ECU,10.9
Hombres,Ecuador,Urbana,0 a 5 años,2007,26,,ECU,10
Mujeres,Ecuador,Urbana,0 a 5 años,2007,26,,ECU,11.7
Ambos sexos,Ecuador,Urbana,10 a 12 años,2007,26,,ECU,27.1
Hombres,Ecuador,Urbana,10 a 12 años,2007,26,,ECU,27.2
Mujeres,Ecuador,Urbana,10 a 12 años,2007,26,,ECU,27
Ambos sexos,Ecuador,Urbana,13 años y más,2007,26,,ECU,27.9
Hombres,Ecuador,Urbana,13 años y más,2007,26,,ECU,29
Mujeres,Ecuador,Urbana,13 años y más,2007,26,,ECU,26.8
Ambos sexos,Ecuador,Urbana,6 a 9 años,2007,26,,ECU,34.1
Hombres,Ecuador,Urbana,6 a 9 años,2007,26,,ECU,33.8
Mujeres,Ecuador,Urbana,6 a 9 años,2007,26,,ECU,34.4
Ambos sexos,Ecuador,Nacional,0 a 5 años,2008,26,,ECU,17.2
Hombres,Ecuador,Nacional,0 a 5 años,2008,26,,ECU,15.5
Mujeres,Ecuador,Nacional,0 a 5 años,2008,26,,ECU,18.8
Ambos sexos,Ecuador,Nacional,10 a 12 años,2008,26,,ECU,22.9
Hombres,Ecuador,Nacional,10 a 12 años,2008,26,,ECU,23.5
Mujeres,Ecuador,Nacional,10 a 12 años,2008,26,,ECU,22.4
Ambos sexos,Ecuador,Nacional,13 años y más,2008,26,,ECU,21
Hombres,Ecuador,Nacional,13 años y más,2008,26,,ECU,21.1
Mujeres,Ecuador,Nacional,13 años y más,2008,26,,ECU,21
Ambos sexos,Ecuador,Nacional,6 a 9 años,2008,26,,ECU,38.9
Hombres,Ecuador,Nacional,6 a 9 años,2008,26,,ECU,39.9
Mujeres,Ecuador,Nacional,6 a 9 años,2008,26,,ECU,37.9
Ambos sexos,Ecuador,Rural,0 a 5 años,2008,26,,ECU,33.7
Hombres,Ecuador,Rural,0 a 5 años,2008,26,,ECU,30.1
Mujeres,Ecuador,Rural,0 a 5 años,2008,26,,ECU,37
Ambos sexos,Ecuador,Rural,10 a 12 años,2008,26,,ECU,12
Hombres,Ecuador,Rural,10 a 12 años,2008,26,,ECU,13.1
Mujeres,Ecuador,Rural,10 a 12 años,2008,26,,ECU,10.9
Ambos sexos,Ecuador,Rural,13 años y más,2008,26,,ECU,4.8
Hombres,Ecuador,Rural,13 años y más,2008,26,,ECU,4.9
Mujeres,Ecuador,Rural,13 años y más,2008,26,,ECU,4.7
Ambos sexos,Ecuador,Rural,6 a 9 años,2008,26,,ECU,49.6
Hombres,Ecuador,Rural,6 a 9 años,2008,26,,ECU,51.9
Mujeres,Ecuador,Rural,6 a 9 años,2008,26,,ECU,47.4
Ambos sexos,Ecuador,Urbana,0 a 5 años,2008,26,,ECU,10.3
Hombres,Ecuador,Urbana,0 a 5 años,2008,26,,ECU,9.1
Mujeres,Ecuador,Urbana,0 a 5 años,2008,26,,ECU,11.3
Ambos sexos,Ecuador,Urbana,10 a 12 años,2008,26,,ECU,27.5
Hombres,Ecuador,Urbana,10 a 12 años,2008,26,,ECU,28
Mujeres,Ecuador,Urbana,10 a 12 años,2008,26,,ECU,27
Ambos sexos,Ecuador,Urbana,13 años y más,2008,26,,ECU,27.9
Hombres,Ecuador,Urbana,13 años y más,2008,26,,ECU,28.2
Mujeres,Ecuador,Urbana,13 años y más,2008,26,,ECU,27.6
Ambos sexos,Ecuador,Urbana,6 a 9 años,2008,26,,ECU,34.3
Hombres,Ecuador,Urbana,6 a 9 años,2008,26,,ECU,34.7
Mujeres,Ecuador,Urbana,6 a 9 años,2008,26,,ECU,34.1
Ambos sexos,Ecuador,Nacional,0 a 5 años,2009,26,,ECU,16.9
Hombres,Ecuador,Nacional,0 a 5 años,2009,26,,ECU,15.3
Mujeres,Ecuador,Nacional,0 a 5 años,2009,26,,ECU,18.4
Ambos sexos,Ecuador,Nacional,10 a 12 años,2009,26,,ECU,23.1
Hombres,Ecuador,Nacional,10 a 12 años,2009,26,,ECU,23.3
Mujeres,Ecuador,Nacional,10 a 12 años,2009,26,,ECU,23
Ambos sexos,Ecuador,Nacional,13 años y más,2009,26,,ECU,21.9
Hombres,Ecuador,Nacional,13 años y más,2009,26,,ECU,22
Mujeres,Ecuador,Nacional,13 años y más,2009,26,,ECU,21.8
Ambos sexos,Ecuador,Nacional,6 a 9 años,2009,26,,ECU,38.1
Hombres,Ecuador,Nacional,6 a 9 años,2009,26,,ECU,39.3
Mujeres,Ecuador,Nacional,6 a 9 años,2009,26,,ECU,36.9
Ambos sexos,Ecuador,Rural,0 a 5 años,2009,26,,ECU,32.3
Hombres,Ecuador,Rural,0 a 5 años,2009,26,,ECU,29
Mujeres,Ecuador,Rural,0 a 5 años,2009,26,,ECU,35.5
Ambos sexos,Ecuador,Rural,10 a 12 años,2009,26,,ECU,12
Hombres,Ecuador,Rural,10 a 12 años,2009,26,,ECU,13.2
Mujeres,Ecuador,Rural,10 a 12 años,2009,26,,ECU,10.9
Ambos sexos,Ecuador,Rural,13 años y más,2009,26,,ECU,5
Hombres,Ecuador,Rural,13 años y más,2009,26,,ECU,4.8
Mujeres,Ecuador,Rural,13 años y más,2009,26,,ECU,5.2
Ambos sexos,Ecuador,Rural,6 a 9 años,2009,26,,ECU,50.7
Hombres,Ecuador,Rural,6 a 9 años,2009,26,,ECU,53
Mujeres,Ecuador,Rural,6 a 9 años,2009,26,,ECU,48.5
Ambos sexos,Ecuador,Urbana,0 a 5 años,2009,26,,ECU,10.3
Hombres,Ecuador,Urbana,0 a 5 años,2009,26,,ECU,9.1
Mujeres,Ecuador,Urbana,0 a 5 años,2009,26,,ECU,11.4
Ambos sexos,Ecuador,Urbana,10 a 12 años,2009,26,,ECU,27.9
Hombres,Ecuador,Urbana,10 a 12 años,2009,26,,ECU,27.9
Mujeres,Ecuador,Urbana,10 a 12 años,2009,26,,ECU,27.9
Ambos sexos,Ecuador,Urbana,13 años y más,2009,26,,ECU,29.1
Hombres,Ecuador,Urbana,13 años y más,2009,26,,ECU,29.8
Mujeres,Ecuador,Urbana,13 años y más,2009,26,,ECU,28.5
Ambos sexos,Ecuador,Urbana,6 a 9 años,2009,26,,ECU,32.7
Hombres,Ecuador,Urbana,6 a 9 años,2009,26,,ECU,33.2
Mujeres,Ecuador,Urbana,6 a 9 años,2009,26,,ECU,32.2
Ambos sexos,Ecuador,Nacional,0 a 5 años,2010,26,,ECU,16.2
Hombres,Ecuador,Nacional,0 a 5 años,2010,26,,ECU,14.8
Mujeres,Ecuador,Nacional,0 a 5 años,2010,26,,ECU,17.4
Ambos sexos,Ecuador,Nacional,10 a 12 años,2010,26,,ECU,23.6
Hombres,Ecuador,Nacional,10 a 12 años,2010,26,,ECU,23.9
Mujeres,Ecuador,Nacional,10 a 12 años,2010,26,,ECU,23.4
Ambos sexos,Ecuador,Nacional,13 años y más,2010,26,,ECU,22.7
Hombres,Ecuador,Nacional,13 años y más,2010,26,,ECU,22.6
Mujeres,Ecuador,Nacional,13 años y más,2010,26,,ECU,22.8
Ambos sexos,Ecuador,Nacional,6 a 9 años,2010,26,,ECU,37.5
Hombres,Ecuador,Nacional,6 a 9 años,2010,26,,ECU,38.7
Mujeres,Ecuador,Nacional,6 a 9 años,2010,26,,ECU,36.3
Ambos sexos,Ecuador,Rural,0 a 5 años,2010,26,,ECU,31.5
Hombres,Ecuador,Rural,0 a 5 años,2010,26,,ECU,28.5
Mujeres,Ecuador,Rural,0 a 5 años,2010,26,,ECU,34.3
Ambos sexos,Ecuador,Rural,10 a 12 años,2010,26,,ECU,12.1
Hombres,Ecuador,Rural,10 a 12 años,2010,26,,ECU,12.5
Mujeres,Ecuador,Rural,10 a 12 años,2010,26,,ECU,11.7
Ambos sexos,Ecuador,Rural,13 años y más,2010,26,,ECU,5.6
Hombres,Ecuador,Rural,13 años y más,2010,26,,ECU,5.6
Mujeres,Ecuador,Rural,13 años y más,2010,26,,ECU,5.5
Ambos sexos,Ecuador,Rural,6 a 9 años,2010,26,,ECU,50.9
Hombres,Ecuador,Rural,6 a 9 años,2010,26,,ECU,53.4
Mujeres,Ecuador,Rural,6 a 9 años,2010,26,,ECU,48.5
Ambos sexos,Ecuador,Urbana,0 a 5 años,2010,26,,ECU,9.6
Hombres,Ecuador,Urbana,0 a 5 años,2010,26,,ECU,8.7
Mujeres,Ecuador,Urbana,0 a 5 años,2010,26,,ECU,10.4
Ambos sexos,Ecuador,Urbana,10 a 12 años,2010,26,,ECU,28.6
Hombres,Ecuador,Urbana,10 a 12 años,2010,26,,ECU,29
Mujeres,Ecuador,Urbana,10 a 12 años,2010,26,,ECU,28.2
Ambos sexos,Ecuador,Urbana,13 años y más,2010,26,,ECU,30
Hombres,Ecuador,Urbana,13 años y más,2010,26,,ECU,30.2
Mujeres,Ecuador,Urbana,13 años y más,2010,26,,ECU,29.9
Ambos sexos,Ecuador,Urbana,6 a 9 años,2010,26,,ECU,31.8
Hombres,Ecuador,Urbana,6 a 9 años,2010,26,,ECU,32.2
Mujeres,Ecuador,Urbana,6 a 9 años,2010,26,,ECU,31.4
Ambos sexos,Ecuador,Nacional,0 a 5 años,2011,26,,ECU,14.1
Hombres,Ecuador,Nacional,0 a 5 años,2011,26,,ECU,12.5
Mujeres,Ecuador,Nacional,0 a 5 años,2011,26,,ECU,15.6
Ambos sexos,Ecuador,Nacional,10 a 12 años,2011,26,,ECU,25.8
Hombres,Ecuador,Nacional,10 a 12 años,2011,26,,ECU,27.2
Mujeres,Ecuador,Nacional,10 a 12 años,2011,26,,ECU,24.6
Ambos sexos,Ecuador,Nacional,13 años y más,2011,26,,ECU,22.6
Hombres,Ecuador,Nacional,13 años y más,2011,26,,ECU,21.9
Mujeres,Ecuador,Nacional,13 años y más,2011,26,,ECU,23.3
Ambos sexos,Ecuador,Nacional,6 a 9 años,2011,26,,ECU,37.4
Hombres,Ecuador,Nacional,6 a 9 años,2011,26,,ECU,38.4
Mujeres,Ecuador,Nacional,6 a 9 años,2011,26,,ECU,36.5
Ambos sexos,Ecuador,Rural,0 a 5 años,2011,26,,ECU,29
Hombres,Ecuador,Rural,0 a 5 años,2011,26,,ECU,26.1
Mujeres,Ecuador,Rural,0 a 5 años,2011,26,,ECU,31.7
Ambos sexos,Ecuador,Rural,10 a 12 años,2011,26,,ECU,14.1
Hombres,Ecuador,Rural,10 a 12 años,2011,26,,ECU,15
Mujeres,Ecuador,Rural,10 a 12 años,2011,26,,ECU,13.2
Ambos sexos,Ecuador,Rural,13 años y más,2011,26,,ECU,6.4
Hombres,Ecuador,Rural,13 años y más,2011,26,,ECU,6.4
Mujeres,Ecuador,Rural,13 años y más,2011,26,,ECU,6.4
Ambos sexos,Ecuador,Rural,6 a 9 años,2011,26,,ECU,50.6
Hombres,Ecuador,Rural,6 a 9 años,2011,26,,ECU,52.5
Mujeres,Ecuador,Rural,6 a 9 años,2011,26,,ECU,48.7
Ambos sexos,Ecuador,Urbana,0 a 5 años,2011,26,,ECU,7.9
Hombres,Ecuador,Urbana,0 a 5 años,2011,26,,ECU,6.5
Mujeres,Ecuador,Urbana,0 a 5 años,2011,26,,ECU,9.1
Ambos sexos,Ecuador,Urbana,10 a 12 años,2011,26,,ECU,30.8
Hombres,Ecuador,Urbana,10 a 12 años,2011,26,,ECU,32.5
Mujeres,Ecuador,Urbana,10 a 12 años,2011,26,,ECU,29.3
Ambos sexos,Ecuador,Urbana,13 años y más,2011,26,,ECU,29.5
Hombres,Ecuador,Urbana,13 años y más,2011,26,,ECU,28.8
Mujeres,Ecuador,Urbana,13 años y más,2011,26,,ECU,30.1
Ambos sexos,Ecuador,Urbana,6 a 9 años,2011,26,,ECU,31.9
Hombres,Ecuador,Urbana,6 a 9 años,2011,26,,ECU,32.2
Mujeres,Ecuador,Urbana,6 a 9 años,2011,26,,ECU,31.5
Ambos sexos,Ecuador,Nacional,0 a 5 años,2012,26,,ECU,13.5
Hombres,Ecuador,Nacional,0 a 5 años,2012,26,,ECU,11.8
Mujeres,Ecuador,Nacional,0 a 5 años,2012,26,,ECU,15.1
Ambos sexos,Ecuador,Nacional,10 a 12 años,2012,26,,ECU,25.9
Hombres,Ecuador,Nacional,10 a 12 años,2012,26,,ECU,27.2
Mujeres,Ecuador,Nacional,10 a 12 años,2012,26,,ECU,24.8
Ambos sexos,Ecuador,Nacional,13 años y más,2012,26,,ECU,24
Hombres,Ecuador,Nacional,13 años y más,2012,26,,ECU,23.5
Mujeres,Ecuador,Nacional,13 años y más,2012,26,,ECU,24.5
Ambos sexos,Ecuador,Nacional,6 a 9 años,2012,26,,ECU,36.5
Hombres,Ecuador,Nacional,6 a 9 años,2012,26,,ECU,37.5
Mujeres,Ecuador,Nacional,6 a 9 años,2012,26,,ECU,35.7
Ambos sexos,Ecuador,Rural,0 a 5 años,2012,26,,ECU,27.2
Hombres,Ecuador,Rural,0 a 5 años,2012,26,,ECU,24.1
Mujeres,Ecuador,Rural,0 a 5 años,2012,26,,ECU,30.2
Ambos sexos,Ecuador,Rural,10 a 12 años,2012,26,,ECU,14.9
Hombres,Ecuador,Rural,10 a 12 años,2012,26,,ECU,15.4
Mujeres,Ecuador,Rural,10 a 12 años,2012,26,,ECU,14.6
Ambos sexos,Ecuador,Rural,13 años y más,2012,26,,ECU,6.5
Hombres,Ecuador,Rural,13 años y más,2012,26,,ECU,6.4
Mujeres,Ecuador,Rural,13 años y más,2012,26,,ECU,6.6
Ambos sexos,Ecuador,Rural,6 a 9 años,2012,26,,ECU,51.4
Hombres,Ecuador,Rural,6 a 9 años,2012,26,,ECU,54.2
Mujeres,Ecuador,Rural,6 a 9 años,2012,26,,ECU,48.7
Ambos sexos,Ecuador,Urbana,0 a 5 años,2012,26,,ECU,7.7
Hombres,Ecuador,Urbana,0 a 5 años,2012,26,,ECU,6.4
Mujeres,Ecuador,Urbana,0 a 5 años,2012,26,,ECU,8.9
Ambos sexos,Ecuador,Urbana,10 a 12 años,2012,26,,ECU,30.6
Hombres,Ecuador,Urbana,10 a 12 años,2012,26,,ECU,32.5
Mujeres,Ecuador,Urbana,10 a 12 años,2012,26,,ECU,29
Ambos sexos,Ecuador,Urbana,13 años y más,2012,26,,ECU,31.5
Hombres,Ecuador,Urbana,13 años y más,2012,26,,ECU,31.1
Mujeres,Ecuador,Urbana,13 años y más,2012,26,,ECU,31.8
Ambos sexos,Ecuador,Urbana,6 a 9 años,2012,26,,ECU,30.2
Hombres,Ecuador,Urbana,6 a 9 años,2012,26,,ECU,30.1
Mujeres,Ecuador,Urbana,6 a 9 años,2012,26,,ECU,30.3
Ambos sexos,Ecuador,Nacional,0 a 5 años,2013,26,,ECU,13.5
Hombres,Ecuador,Nacional,0 a 5 años,2013,26,,ECU,12.4
Mujeres,Ecuador,Nacional,0 a 5 años,2013,26,,ECU,14.5
Ambos sexos,Ecuador,Nacional,10 a 12 años,2013,26,,ECU,26.2
Hombres,Ecuador,Nacional,10 a 12 años,2013,26,,ECU,27.4
Mujeres,Ecuador,Nacional,10 a 12 años,2013,26,,ECU,25.2
Ambos sexos,Ecuador,Nacional,13 años y más,2013,26,,ECU,22.8
Hombres,Ecuador,Nacional,13 años y más,2013,26,,ECU,22.4
Mujeres,Ecuador,Nacional,13 años y más,2013,26,,ECU,23.3
Ambos sexos,Ecuador,Nacional,6 a 9 años,2013,26,,ECU,37.4
Hombres,Ecuador,Nacional,6 a 9 años,2013,26,,ECU,37.9
Mujeres,Ecuador,Nacional,6 a 9 años,2013,26,,ECU,37
Ambos sexos,Ecuador,Rural,0 a 5 años,2013,26,,ECU,25.9
Hombres,Ecuador,Rural,0 a 5 años,2013,26,,ECU,23.5
Mujeres,Ecuador,Rural,0 a 5 años,2013,26,,ECU,28.2
Ambos sexos,Ecuador,Rural,10 a 12 años,2013,26,,ECU,16
Hombres,Ecuador,Rural,10 a 12 años,2013,26,,ECU,17.5
Mujeres,Ecuador,Rural,10 a 12 años,2013,26,,ECU,14.6
Ambos sexos,Ecuador,Rural,13 años y más,2013,26,,ECU,7
Hombres,Ecuador,Rural,13 años y más,2013,26,,ECU,6.9
Mujeres,Ecuador,Rural,13 años y más,2013,26,,ECU,7.1
Ambos sexos,Ecuador,Rural,6 a 9 años,2013,26,,ECU,51.2
Hombres,Ecuador,Rural,6 a 9 años,2013,26,,ECU,52.2
Mujeres,Ecuador,Rural,6 a 9 años,2013,26,,ECU,50.2
Ambos sexos,Ecuador,Urbana,0 a 5 años,2013,26,,ECU,8.4
Hombres,Ecuador,Urbana,0 a 5 años,2013,26,,ECU,7.6
Mujeres,Ecuador,Urbana,0 a 5 años,2013,26,,ECU,9
Ambos sexos,Ecuador,Urbana,10 a 12 años,2013,26,,ECU,30.5
Hombres,Ecuador,Urbana,10 a 12 años,2013,26,,ECU,31.6
Mujeres,Ecuador,Urbana,10 a 12 años,2013,26,,ECU,29.5
Ambos sexos,Ecuador,Urbana,13 años y más,2013,26,,ECU,29.5
Hombres,Ecuador,Urbana,13 años y más,2013,26,,ECU,29
Mujeres,Ecuador,Urbana,13 años y más,2013,26,,ECU,29.9
Ambos sexos,Ecuador,Urbana,6 a 9 años,2013,26,,ECU,31.7
Hombres,Ecuador,Urbana,6 a 9 años,2013,26,,ECU,31.7
Mujeres,Ecuador,Urbana,6 a 9 años,2013,26,,ECU,31.7
Ambos sexos,Ecuador,Nacional,0 a 5 años,2014,26,,ECU,12.2
Hombres,Ecuador,Nacional,0 a 5 años,2014,26,,ECU,11.4
Mujeres,Ecuador,Nacional,0 a 5 años,2014,26,,ECU,12.9
Ambos sexos,Ecuador,Nacional,10 a 12 años,2014,26,,ECU,27.6
Hombres,Ecuador,Nacional,10 a 12 años,2014,26,,ECU,29.4
Mujeres,Ecuador,Nacional,10 a 12 años,2014,26,,ECU,26
Ambos sexos,Ecuador,Nacional,13 años y más,2014,26,,ECU,21.7
Hombres,Ecuador,Nacional,13 años y más,2014,26,,ECU,20.8
Mujeres,Ecuador,Nacional,13 años y más,2014,26,,ECU,22.5
Ambos sexos,Ecuador,Nacional,6 a 9 años,2014,26,,ECU,38.5
Hombres,Ecuador,Nacional,6 a 9 años,2014,26,,ECU,38.5
Mujeres,Ecuador,Nacional,6 a 9 años,2014,26,,ECU,38.6
Ambos sexos,Ecuador,Rural,0 a 5 años,2014,26,,ECU,21.2
Hombres,Ecuador,Rural,0 a 5 años,2014,26,,ECU,19.1
Mujeres,Ecuador,Rural,0 a 5 años,2014,26,,ECU,23.2
Ambos sexos,Ecuador,Rural,10 a 12 años,2014,26,,ECU,18
Hombres,Ecuador,Rural,10 a 12 años,2014,26,,ECU,19.6
Mujeres,Ecuador,Rural,10 a 12 años,2014,26,,ECU,16.4
Ambos sexos,Ecuador,Rural,13 años y más,2014,26,,ECU,8.3
Hombres,Ecuador,Rural,13 años y más,2014,26,,ECU,7.8
Mujeres,Ecuador,Rural,13 años y más,2014,26,,ECU,8.8
Ambos sexos,Ecuador,Rural,6 a 9 años,2014,26,,ECU,52.5
Hombres,Ecuador,Rural,6 a 9 años,2014,26,,ECU,53.5
Mujeres,Ecuador,Rural,6 a 9 años,2014,26,,ECU,51.6
Ambos sexos,Ecuador,Urbana,0 a 5 años,2014,26,,ECU,8.4
Hombres,Ecuador,Urbana,0 a 5 años,2014,26,,ECU,8
Mujeres,Ecuador,Urbana,0 a 5 años,2014,26,,ECU,8.7
Ambos sexos,Ecuador,Urbana,10 a 12 años,2014,26,,ECU,31.7
Hombres,Ecuador,Urbana,10 a 12 años,2014,26,,ECU,33.7
Mujeres,Ecuador,Urbana,10 a 12 años,2014,26,,ECU,29.9
Ambos sexos,Ecuador,Urbana,13 años y más,2014,26,,ECU,27.3
Hombres,Ecuador,Urbana,13 años y más,2014,26,,ECU,26.4
Mujeres,Ecuador,Urbana,13 años y más,2014,26,,ECU,28.1
Ambos sexos,Ecuador,Urbana,6 a 9 años,2014,26,,ECU,32.7
Hombres,Ecuador,Urbana,6 a 9 años,2014,26,,ECU,31.9
Mujeres,Ecuador,Urbana,6 a 9 años,2014,26,,ECU,33.4
Ambos sexos,Ecuador,Nacional,0 a 5 años,2015,26,,ECU,11.1
Hombres,Ecuador,Nacional,0 a 5 años,2015,26,,ECU,10.2
Mujeres,Ecuador,Nacional,0 a 5 años,2015,26,,ECU,11.9
Ambos sexos,Ecuador,Nacional,10 a 12 años,2015,26,,ECU,29.2
Hombres,Ecuador,Nacional,10 a 12 años,2015,26,,ECU,30.7
Mujeres,Ecuador,Nacional,10 a 12 años,2015,26,,ECU,27.9
Ambos sexos,Ecuador,Nacional,13 años y más,2015,26,,ECU,23.4
Hombres,Ecuador,Nacional,13 años y más,2015,26,,ECU,22.1
Mujeres,Ecuador,Nacional,13 años y más,2015,26,,ECU,24.6
Ambos sexos,Ecuador,Nacional,6 a 9 años,2015,26,,ECU,36.3
Hombres,Ecuador,Nacional,6 a 9 años,2015,26,,ECU,37
Mujeres,Ecuador,Nacional,6 a 9 años,2015,26,,ECU,35.6
Ambos sexos,Ecuador,Rural,0 a 5 años,2015,26,,ECU,21.4
Hombres,Ecuador,Rural,0 a 5 años,2015,26,,ECU,18.5
Mujeres,Ecuador,Rural,0 a 5 años,2015,26,,ECU,24.3
Ambos sexos,Ecuador,Rural,10 a 12 años,2015,26,,ECU,19
Hombres,Ecuador,Rural,10 a 12 años,2015,26,,ECU,21.4
Mujeres,Ecuador,Rural,10 a 12 años,2015,26,,ECU,16.6
Ambos sexos,Ecuador,Rural,13 años y más,2015,26,,ECU,9.4
Hombres,Ecuador,Rural,13 años y más,2015,26,,ECU,9.1
Mujeres,Ecuador,Rural,13 años y más,2015,26,,ECU,9.7
Ambos sexos,Ecuador,Rural,6 a 9 años,2015,26,,ECU,50.2
Hombres,Ecuador,Rural,6 a 9 años,2015,26,,ECU,51
Mujeres,Ecuador,Rural,6 a 9 años,2015,26,,ECU,49.4
Ambos sexos,Ecuador,Urbana,0 a 5 años,2015,26,,ECU,6.9
Hombres,Ecuador,Urbana,0 a 5 años,2015,26,,ECU,6.8
Mujeres,Ecuador,Urbana,0 a 5 años,2015,26,,ECU,7
Ambos sexos,Ecuador,Urbana,10 a 12 años,2015,26,,ECU,33.4
Hombres,Ecuador,Urbana,10 a 12 años,2015,26,,ECU,34.5
Mujeres,Ecuador,Urbana,10 a 12 años,2015,26,,ECU,32.4
Ambos sexos,Ecuador,Urbana,13 años y más,2015,26,,ECU,29.1
Hombres,Ecuador,Urbana,13 años y más,2015,26,,ECU,27.6
Mujeres,Ecuador,Urbana,13 años y más,2015,26,,ECU,30.5
Ambos sexos,Ecuador,Urbana,6 a 9 años,2015,26,,ECU,30.6
Hombres,Ecuador,Urbana,6 a 9 años,2015,26,,ECU,31.1
Mujeres,Ecuador,Urbana,6 a 9 años,2015,26,,ECU,30.1
Ambos sexos,Ecuador,Nacional,0 a 5 años,2016,26,,ECU,10.9
Hombres,Ecuador,Nacional,0 a 5 años,2016,26,,ECU,10.5
Mujeres,Ecuador,Nacional,0 a 5 años,2016,26,,ECU,11.4
Ambos sexos,Ecuador,Nacional,10 a 12 años,2016,26,,ECU,29.8
Hombres,Ecuador,Nacional,10 a 12 años,2016,26,,ECU,30.9
Mujeres,Ecuador,Nacional,10 a 12 años,2016,26,,ECU,28.7
Ambos sexos,Ecuador,Nacional,13 años y más,2016,26,,ECU,22.9
Hombres,Ecuador,Nacional,13 años y más,2016,26,,ECU,21.7
Mujeres,Ecuador,Nacional,13 años y más,2016,26,,ECU,23.9
Ambos sexos,Ecuador,Nacional,6 a 9 años,2016,26,,ECU,36.4
Hombres,Ecuador,Nacional,6 a 9 años,2016,26,,ECU,36.8
Mujeres,Ecuador,Nacional,6 a 9 años,2016,26,,ECU,36.1
Ambos sexos,Ecuador,Rural,0 a 5 años,2016,26,,ECU,20.6
Hombres,Ecuador,Rural,0 a 5 años,2016,26,,ECU,18.7
Mujeres,Ecuador,Rural,0 a 5 años,2016,26,,ECU,22.4
Ambos sexos,Ecuador,Rural,10 a 12 años,2016,26,,ECU,20.4
Hombres,Ecuador,Rural,10 a 12 años,2016,26,,ECU,22.1
Mujeres,Ecuador,Rural,10 a 12 años,2016,26,,ECU,18.7
Ambos sexos,Ecuador,Rural,13 años y más,2016,26,,ECU,10
Hombres,Ecuador,Rural,13 años y más,2016,26,,ECU,9.8
Mujeres,Ecuador,Rural,13 años y más,2016,26,,ECU,10.1
Ambos sexos,Ecuador,Rural,6 a 9 años,2016,26,,ECU,49.1
Hombres,Ecuador,Rural,6 a 9 años,2016,26,,ECU,49.4
Mujeres,Ecuador,Rural,6 a 9 años,2016,26,,ECU,48.8
Ambos sexos,Ecuador,Urbana,0 a 5 años,2016,26,,ECU,6.9
Hombres,Ecuador,Urbana,0 a 5 años,2016,26,,ECU,6.9
Mujeres,Ecuador,Urbana,0 a 5 años,2016,26,,ECU,6.9
Ambos sexos,Ecuador,Urbana,10 a 12 años,2016,26,,ECU,33.7
Hombres,Ecuador,Urbana,10 a 12 años,2016,26,,ECU,34.8
Mujeres,Ecuador,Urbana,10 a 12 años,2016,26,,ECU,32.7
Ambos sexos,Ecuador,Urbana,13 años y más,2016,26,,ECU,28.3
Hombres,Ecuador,Urbana,13 años y más,2016,26,,ECU,26.9
Mujeres,Ecuador,Urbana,13 años y más,2016,26,,ECU,29.4
Ambos sexos,Ecuador,Urbana,6 a 9 años,2016,26,,ECU,31.1
Hombres,Ecuador,Urbana,6 a 9 años,2016,26,,ECU,31.4
Mujeres,Ecuador,Urbana,6 a 9 años,2016,26,,ECU,31
Ambos sexos,Ecuador,Nacional,0 a 5 años,2017,26,,ECU,10.5
Hombres,Ecuador,Nacional,0 a 5 años,2017,26,,ECU,9.6
Mujeres,Ecuador,Nacional,0 a 5 años,2017,26,,ECU,11.3
Ambos sexos,Ecuador,Nacional,10 a 12 años,2017,26,,ECU,31.2
Hombres,Ecuador,Nacional,10 a 12 años,2017,26,,ECU,33.1
Mujeres,Ecuador,Nacional,10 a 12 años,2017,26,,ECU,29.5
Ambos sexos,Ecuador,Nacional,13 años y más,2017,26,,ECU,23.3
Hombres,Ecuador,Nacional,13 años y más,2017,26,,ECU,21.8
Mujeres,Ecuador,Nacional,13 años y más,2017,26,,ECU,24.6
Ambos sexos,Ecuador,Nacional,6 a 9 años,2017,26,,ECU,35
Hombres,Ecuador,Nacional,6 a 9 años,2017,26,,ECU,35.6
Mujeres,Ecuador,Nacional,6 a 9 años,2017,26,,ECU,34.6
Ambos sexos,Ecuador,Rural,0 a 5 años,2017,26,,ECU,21
Hombres,Ecuador,Rural,0 a 5 años,2017,26,,ECU,18.2
Mujeres,Ecuador,Rural,0 a 5 años,2017,26,,ECU,23.6
Ambos sexos,Ecuador,Rural,10 a 12 años,2017,26,,ECU,20.4
Hombres,Ecuador,Rural,10 a 12 años,2017,26,,ECU,22.1
Mujeres,Ecuador,Rural,10 a 12 años,2017,26,,ECU,18.7
Ambos sexos,Ecuador,Rural,13 años y más,2017,26,,ECU,9.6
Hombres,Ecuador,Rural,13 años y más,2017,26,,ECU,9.1
Mujeres,Ecuador,Rural,13 años y más,2017,26,,ECU,10.1
Ambos sexos,Ecuador,Rural,6 a 9 años,2017,26,,ECU,49.1
Hombres,Ecuador,Rural,6 a 9 años,2017,26,,ECU,50.6
